"response_id","type","frequency"
"GEN24_1089677","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089677","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089677","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089677","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089677","Rude behaviour from locals","1 - Never"
"GEN24_1089677","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089683","Crime or theft","1 - Never"
"GEN24_1089683","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089683","Litter/waste on the streets","1 - Never"
"GEN24_1089683","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089683","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089683","Rude behaviour from locals","1 - Never"
"GEN24_1089683","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089690","Crime or theft","1 - Never"
"GEN24_1089690","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089690","Litter/waste on the streets","1 - Never"
"GEN24_1089690","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089690","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089690","Rude behaviour from locals","1 - Never"
"GEN24_1089690","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089691","Crime or theft","Don't know/ Not applicable"
"GEN24_1089691","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1089691","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089691","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089691","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1089691","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1089691","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1089695","Crime or theft","1 - Never"
"GEN24_1089695","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089695","Litter/waste on the streets","1 - Never"
"GEN24_1089695","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089695","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089695","Rude behaviour from locals","1 - Never"
"GEN24_1089695","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089697","Crime or theft","1 - Never"
"GEN24_1089697","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089697","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089697","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089697","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089697","Rude behaviour from locals","1 - Never"
"GEN24_1089697","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089699","Crime or theft","1 - Never"
"GEN24_1089699","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089699","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089699","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089699","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089699","Rude behaviour from locals","1 - Never"
"GEN24_1089699","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089702","Crime or theft","1 - Never"
"GEN24_1089702","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1089702","Litter/waste on the streets","1 - Never"
"GEN24_1089702","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089702","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089702","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1089702","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1089708","Crime or theft","1 - Never"
"GEN24_1089708","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089708","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089708","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089708","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089708","Rude behaviour from locals","1 - Never"
"GEN24_1089708","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089716","Crime or theft","1 - Never"
"GEN24_1089716","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089716","Litter/waste on the streets","1 - Never"
"GEN24_1089716","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089716","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089716","Rude behaviour from locals","1 - Never"
"GEN24_1089716","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089719","Crime or theft","2 - Sometimes"
"GEN24_1089719","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089719","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089719","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1089719","Overcrowded vehicle parking lot","4 - Always"
"GEN24_1089719","Rude behaviour from locals","1 - Never"
"GEN24_1089719","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089723","Crime or theft","1 - Never"
"GEN24_1089723","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1089723","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089723","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089723","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089723","Rude behaviour from locals","2 - Sometimes"
"GEN24_1089723","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089746","Crime or theft","2 - Sometimes"
"GEN24_1089746","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089746","Litter/waste on the streets","1 - Never"
"GEN24_1089746","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089746","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089746","Rude behaviour from locals","1 - Never"
"GEN24_1089746","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1089748","Crime or theft","1 - Never"
"GEN24_1089748","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089748","Litter/waste on the streets","1 - Never"
"GEN24_1089748","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089748","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089748","Rude behaviour from locals","1 - Never"
"GEN24_1089748","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089749","Crime or theft","1 - Never"
"GEN24_1089749","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089749","Litter/waste on the streets","1 - Never"
"GEN24_1089749","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089749","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089749","Rude behaviour from locals","1 - Never"
"GEN24_1089749","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089754","Crime or theft","1 - Never"
"GEN24_1089754","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089754","Litter/waste on the streets","1 - Never"
"GEN24_1089754","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089754","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089754","Rude behaviour from locals","1 - Never"
"GEN24_1089754","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089776","Crime or theft","1 - Never"
"GEN24_1089776","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089776","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089776","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089776","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089776","Rude behaviour from locals","2 - Sometimes"
"GEN24_1089776","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089779","Crime or theft","1 - Never"
"GEN24_1089779","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089779","Litter/waste on the streets","1 - Never"
"GEN24_1089779","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089779","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089779","Rude behaviour from locals","1 - Never"
"GEN24_1089779","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089783","Crime or theft","1 - Never"
"GEN24_1089783","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089783","Litter/waste on the streets","1 - Never"
"GEN24_1089783","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089783","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089783","Rude behaviour from locals","1 - Never"
"GEN24_1089783","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089790","Crime or theft","1 - Never"
"GEN24_1089790","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089790","Litter/waste on the streets","1 - Never"
"GEN24_1089790","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089790","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089790","Rude behaviour from locals","1 - Never"
"GEN24_1089790","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089793","Crime or theft","1 - Never"
"GEN24_1089793","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089793","Litter/waste on the streets","1 - Never"
"GEN24_1089793","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089793","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089793","Rude behaviour from locals","1 - Never"
"GEN24_1089793","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089806","Crime or theft","1 - Never"
"GEN24_1089806","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089806","Litter/waste on the streets","1 - Never"
"GEN24_1089806","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089806","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1089806","Rude behaviour from locals","2 - Sometimes"
"GEN24_1089806","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089807","Crime or theft","1 - Never"
"GEN24_1089807","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089807","Litter/waste on the streets","1 - Never"
"GEN24_1089807","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089807","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089807","Rude behaviour from locals","1 - Never"
"GEN24_1089807","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089818","Crime or theft","1 - Never"
"GEN24_1089818","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089818","Litter/waste on the streets","1 - Never"
"GEN24_1089818","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089818","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089818","Rude behaviour from locals","1 - Never"
"GEN24_1089818","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089822","Crime or theft","1 - Never"
"GEN24_1089822","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089822","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089822","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089822","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089822","Rude behaviour from locals","1 - Never"
"GEN24_1089822","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089836","Crime or theft","1 - Never"
"GEN24_1089836","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089836","Litter/waste on the streets","1 - Never"
"GEN24_1089836","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089836","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089836","Rude behaviour from locals","1 - Never"
"GEN24_1089836","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089853","Crime or theft","1 - Never"
"GEN24_1089853","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089853","Litter/waste on the streets","1 - Never"
"GEN24_1089853","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089853","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089853","Rude behaviour from locals","1 - Never"
"GEN24_1089853","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089857","Crime or theft","1 - Never"
"GEN24_1089857","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089857","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089857","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089857","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089857","Rude behaviour from locals","1 - Never"
"GEN24_1089857","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089858","Crime or theft","1 - Never"
"GEN24_1089858","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089858","Litter/waste on the streets","1 - Never"
"GEN24_1089858","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089858","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089858","Rude behaviour from locals","1 - Never"
"GEN24_1089858","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089861","Crime or theft","1 - Never"
"GEN24_1089861","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089861","Litter/waste on the streets","1 - Never"
"GEN24_1089861","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089861","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089861","Rude behaviour from locals","1 - Never"
"GEN24_1089861","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089892","Crime or theft","1 - Never"
"GEN24_1089892","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089892","Litter/waste on the streets","1 - Never"
"GEN24_1089892","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089892","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089892","Rude behaviour from locals","1 - Never"
"GEN24_1089892","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089894","Crime or theft","1 - Never"
"GEN24_1089894","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089894","Litter/waste on the streets","1 - Never"
"GEN24_1089894","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089894","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089894","Rude behaviour from locals","1 - Never"
"GEN24_1089894","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089895","Crime or theft","2 - Sometimes"
"GEN24_1089895","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089895","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089895","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089895","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089895","Rude behaviour from locals","2 - Sometimes"
"GEN24_1089895","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089896","Crime or theft","1 - Never"
"GEN24_1089896","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089896","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089896","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089896","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089896","Rude behaviour from locals","1 - Never"
"GEN24_1089896","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089903","Crime or theft","1 - Never"
"GEN24_1089903","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089903","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089903","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089903","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089903","Rude behaviour from locals","1 - Never"
"GEN24_1089903","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089907","Crime or theft","1 - Never"
"GEN24_1089907","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089907","Litter/waste on the streets","1 - Never"
"GEN24_1089907","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089907","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089907","Rude behaviour from locals","1 - Never"
"GEN24_1089907","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089908","Crime or theft","1 - Never"
"GEN24_1089908","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089908","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089908","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089908","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089908","Rude behaviour from locals","1 - Never"
"GEN24_1089908","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089913","Crime or theft","1 - Never"
"GEN24_1089913","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089913","Litter/waste on the streets","1 - Never"
"GEN24_1089913","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089913","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089913","Rude behaviour from locals","2 - Sometimes"
"GEN24_1089913","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089916","Crime or theft","1 - Never"
"GEN24_1089916","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089916","Litter/waste on the streets","1 - Never"
"GEN24_1089916","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089916","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089916","Rude behaviour from locals","1 - Never"
"GEN24_1089916","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089918","Crime or theft","1 - Never"
"GEN24_1089918","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089918","Litter/waste on the streets","1 - Never"
"GEN24_1089918","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089918","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089918","Rude behaviour from locals","1 - Never"
"GEN24_1089918","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089926","Crime or theft","1 - Never"
"GEN24_1089926","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089926","Litter/waste on the streets","1 - Never"
"GEN24_1089926","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089926","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1089926","Rude behaviour from locals","1 - Never"
"GEN24_1089926","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089929","Crime or theft","1 - Never"
"GEN24_1089929","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089929","Litter/waste on the streets","1 - Never"
"GEN24_1089929","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089929","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089929","Rude behaviour from locals","1 - Never"
"GEN24_1089929","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089931","Crime or theft","2 - Sometimes"
"GEN24_1089931","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089931","Litter/waste on the streets","1 - Never"
"GEN24_1089931","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089931","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089931","Rude behaviour from locals","1 - Never"
"GEN24_1089931","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1089932","Crime or theft","1 - Never"
"GEN24_1089932","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089932","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089932","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089932","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1089932","Rude behaviour from locals","1 - Never"
"GEN24_1089932","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089934","Crime or theft","1 - Never"
"GEN24_1089934","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089934","Litter/waste on the streets","2 - Sometimes"
"GEN24_1089934","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089934","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089934","Rude behaviour from locals","1 - Never"
"GEN24_1089934","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089935","Crime or theft","1 - Never"
"GEN24_1089935","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089935","Litter/waste on the streets","1 - Never"
"GEN24_1089935","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089935","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089935","Rude behaviour from locals","1 - Never"
"GEN24_1089935","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089949","Crime or theft","1 - Never"
"GEN24_1089949","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089949","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1089949","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1089949","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089949","Rude behaviour from locals","1 - Never"
"GEN24_1089949","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089960","Crime or theft","1 - Never"
"GEN24_1089960","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1089960","Litter/waste on the streets","1 - Never"
"GEN24_1089960","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089960","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1089960","Rude behaviour from locals","1 - Never"
"GEN24_1089960","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089984","Crime or theft","1 - Never"
"GEN24_1089984","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089984","Litter/waste on the streets","1 - Never"
"GEN24_1089984","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089984","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089984","Rude behaviour from locals","1 - Never"
"GEN24_1089984","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1089986","Crime or theft","1 - Never"
"GEN24_1089986","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1089986","Litter/waste on the streets","1 - Never"
"GEN24_1089986","Overcrowded sightseeing spot","1 - Never"
"GEN24_1089986","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1089986","Rude behaviour from locals","1 - Never"
"GEN24_1089986","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090002","Crime or theft","1 - Never"
"GEN24_1090002","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090002","Litter/waste on the streets","2 - Sometimes"
"GEN24_1090002","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1090002","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090002","Rude behaviour from locals","1 - Never"
"GEN24_1090002","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1090007","Crime or theft","1 - Never"
"GEN24_1090007","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090007","Litter/waste on the streets","1 - Never"
"GEN24_1090007","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1090007","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090007","Rude behaviour from locals","1 - Never"
"GEN24_1090007","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1090011","Crime or theft","1 - Never"
"GEN24_1090011","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090011","Litter/waste on the streets","2 - Sometimes"
"GEN24_1090011","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1090011","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090011","Rude behaviour from locals","1 - Never"
"GEN24_1090011","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090014","Crime or theft","1 - Never"
"GEN24_1090014","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090014","Litter/waste on the streets","1 - Never"
"GEN24_1090014","Overcrowded sightseeing spot","1 - Never"
"GEN24_1090014","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1090014","Rude behaviour from locals","1 - Never"
"GEN24_1090014","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090021","Crime or theft","1 - Never"
"GEN24_1090021","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090021","Litter/waste on the streets","1 - Never"
"GEN24_1090021","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1090021","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1090021","Rude behaviour from locals","1 - Never"
"GEN24_1090021","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090026","Crime or theft","1 - Never"
"GEN24_1090026","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090026","Litter/waste on the streets","1 - Never"
"GEN24_1090026","Overcrowded sightseeing spot","1 - Never"
"GEN24_1090026","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090026","Rude behaviour from locals","1 - Never"
"GEN24_1090026","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1090036","Crime or theft","1 - Never"
"GEN24_1090036","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090036","Litter/waste on the streets","1 - Never"
"GEN24_1090036","Overcrowded sightseeing spot","1 - Never"
"GEN24_1090036","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090036","Rude behaviour from locals","1 - Never"
"GEN24_1090036","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090042","Crime or theft","1 - Never"
"GEN24_1090042","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090042","Litter/waste on the streets","1 - Never"
"GEN24_1090042","Overcrowded sightseeing spot","1 - Never"
"GEN24_1090042","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090042","Rude behaviour from locals","1 - Never"
"GEN24_1090042","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090052","Crime or theft","1 - Never"
"GEN24_1090052","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1090052","Litter/waste on the streets","2 - Sometimes"
"GEN24_1090052","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1090052","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1090052","Rude behaviour from locals","1 - Never"
"GEN24_1090052","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1090058","Crime or theft","1 - Never"
"GEN24_1090058","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1090058","Litter/waste on the streets","2 - Sometimes"
"GEN24_1090058","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1090058","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1090058","Rude behaviour from locals","2 - Sometimes"
"GEN24_1090058","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1090059","Crime or theft","1 - Never"
