"response_id","accomm_type_used"
"GEN24_1049847","House / flat that you paid some rent for"
"GEN24_1049858","Bed and Breakfast"
"GEN24_1049858","Hotel"
"GEN24_1049858","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049858","Other accommodation"
"GEN24_1049859","Hotel"
"GEN24_1049863","Hotel"
"GEN24_1049863","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049872","Bed and Breakfast"
"GEN24_1049872","Hotel"
"GEN24_1049890","None of these"
"GEN24_1049898","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049900","Staying with family or friends"
"GEN24_1049902","Staying with family or friends"
"GEN24_1049903","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049903","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049911","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1049911","Hotel"
"GEN24_1049911","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049911","Staying with family or friends"
"GEN24_1049912","A house/ flat/ apartment/ timeshare you own"
"GEN24_1049912","Staying with family or friends"
"GEN24_1049913","Staying with family or friends"
"GEN24_1049918","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1049918","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1049918","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1049918","In a hut at a National Park / Department of Conservation area"
"GEN24_1049918","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1049918","Staying with family or friends"
"GEN24_1049919","Hotel"
"GEN24_1049919","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049922","Staying with family or friends"
"GEN24_1049923","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049924","Hotel"
"GEN24_1049924","Staying with family or friends"
"GEN24_1049925","Bed and Breakfast"
"GEN24_1049925","Hotel"
"GEN24_1049925","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049928","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049936","Staying with family or friends"
"GEN24_1049940","Hotel"
"GEN24_1049940","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049957","Hotel"
"GEN24_1049957","Staying with family or friends"
"GEN24_1049959","Staying with family or friends"
"GEN24_1049967","Staying with family or friends"
"GEN24_1049972","Bed and Breakfast"
"GEN24_1049972","Hotel"
"GEN24_1049972","Yacht or other boat"
"GEN24_1049973","Hotel"
"GEN24_1049981","Hotel"
"GEN24_1049981","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1049985","Bed and Breakfast"
"GEN24_1049985","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049985","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049986","Bed and Breakfast"
"GEN24_1049986","Hotel"
"GEN24_1049986","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049986","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1049986","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049987","Hotel"
"GEN24_1049987","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049988","Hotel"
"GEN24_1049988","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1049994","Motel, Motor Inn or Serviced Apartment"
"GEN24_1049996","Hotel"
"GEN24_1049996","Staying with family or friends"
"GEN24_1050006","Staying with family or friends"
"GEN24_1050008","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050008","Staying with family or friends"
"GEN24_1050009","Hotel"
"GEN24_1050009","Youth Hostel, YMCA, YWCA"
"GEN24_1050010","Hotel"
"GEN24_1050013","Staying with family or friends"
"GEN24_1050014","Hotel"
"GEN24_1050014","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050017","House / flat that you paid some rent for"
"GEN24_1050017","Staying with family or friends"
"GEN24_1050022","Hotel"
"GEN24_1050023","Hotel"
"GEN24_1050025","Hotel"
"GEN24_1050026","Staying with family or friends"
"GEN24_1050030","Staying with family or friends"
"GEN24_1050033","Hotel"
"GEN24_1050033","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050034","Hotel"
"GEN24_1050046","Hotel"
"GEN24_1050051","Bed and Breakfast"
"GEN24_1050051","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050051","Staying with family or friends"
"GEN24_1050054","Staying with family or friends"
"GEN24_1050060","Staying with family or friends"
"GEN24_1050070","Staying with family or friends"
"GEN24_1050071","Hotel"
"GEN24_1050071","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050076","Hotel"
"GEN24_1050076","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050076","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050076","Staying with family or friends"
"GEN24_1050082","Hotel"
"GEN24_1050082","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050082","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050083","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050083","Backpackers"
"GEN24_1050083","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050083","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050083","Hotel"
"GEN24_1050083","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050083","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050085","Hotel"
"GEN24_1050085","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050086","Staying with family or friends"
"GEN24_1050087","Bed and Breakfast"
"GEN24_1050087","Hotel"
"GEN24_1050087","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050088","Hotel"
"GEN24_1050088","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050089","Staying with family or friends"
"GEN24_1050094","Hotel"
"GEN24_1050094","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050094","Staying with family or friends"
"GEN24_1050094","Student residence"
"GEN24_1050098","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050105","Staying with family or friends"
"GEN24_1050107","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050107","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050117","None of these"
"GEN24_1050118","Hotel"
"GEN24_1050128","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050128","Staying with family or friends"
"GEN24_1050135","In a hut at a National Park / Department of Conservation area"
"GEN24_1050135","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050135","Staying with family or friends"
"GEN24_1050139","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050142","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050142","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050142","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050142","Hotel"
"GEN24_1050142","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050164","Hotel"
"GEN24_1050164","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050164","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050164","Staying with family or friends"
"GEN24_1050183","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050183","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050183","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050183","Staying with family or friends"
"GEN24_1050188","Hotel"
"GEN24_1050188","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050192","Hotel"
"GEN24_1050192","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050195","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050195","House / flat that you paid some rent for"
"GEN24_1050195","Staying with family or friends"
"GEN24_1050200","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050200","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050201","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050201","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050210","Farm-stay or Home-stay"
"GEN24_1050210","Hotel"
"GEN24_1050210","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050230","House / flat that you paid some rent for"
"GEN24_1050245","Backpackers"
"GEN24_1050245","Hotel"
"GEN24_1050245","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050245","Youth Hostel, YMCA, YWCA"
"GEN24_1050250","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050250","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050250","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050251","Backpackers"
"GEN24_1050252","Backpackers"
"GEN24_1050252","Hotel"
"GEN24_1050252","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050252","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050252","Staying with family or friends"
"GEN24_1050252","Youth Hostel, YMCA, YWCA"
"GEN24_1050254","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050254","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050254","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050254","Staying with family or friends"
"GEN24_1050259","Farm-stay or Home-stay"
"GEN24_1050259","Hotel"
"GEN24_1050259","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050259","Yacht or other boat"
"GEN24_1050262","Bed and Breakfast"
"GEN24_1050262","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050262","Other accommodation"
"GEN24_1050270","Bed and Breakfast"
"GEN24_1050270","Hotel"
"GEN24_1050272","Backpackers"
"GEN24_1050272","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050272","Youth Hostel, YMCA, YWCA"
"GEN24_1050278","Staying with family or friends"
"GEN24_1050285","Staying with family or friends"
"GEN24_1050291","Bed and Breakfast"
"GEN24_1050291","Hotel"
"GEN24_1050291","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050294","Hotel"
"GEN24_1050294","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050298","Backpackers"
"GEN24_1050298","Youth Hostel, YMCA, YWCA"
"GEN24_1050301","Hotel"
"GEN24_1050302","Backpackers"
"GEN24_1050307","Backpackers"
"GEN24_1050307","Bed and Breakfast"
"GEN24_1050307","Farm-stay or Home-stay"
"GEN24_1050307","Hotel"
"GEN24_1050307","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050307","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050307","Youth Hostel, YMCA, YWCA"
"GEN24_1050310","Staying with family or friends"
"GEN24_1050337","Backpackers"
"GEN24_1050337","Hotel"
"GEN24_1050337","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050337","Staying with family or friends"
"GEN24_1050348","Staying with family or friends"
"GEN24_1050351","Hotel"
"GEN24_1050355","Hotel"
"GEN24_1050355","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050361","Staying with family or friends"
"GEN24_1050383","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050383","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050383","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050409","Bed and Breakfast"
"GEN24_1050409","Hotel"
"GEN24_1050409","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050409","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050413","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050413","House / flat that you paid some rent for"
"GEN24_1050413","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050413","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050415","House / flat that you paid some rent for"
"GEN24_1050415","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050415","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050415","Staying with family or friends"
"GEN24_1050420","Hotel"
"GEN24_1050422","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050422","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050422","Hotel"
"GEN24_1050422","Staying with family or friends"
"GEN24_1050425","Staying with family or friends"
"GEN24_1050432","Staying with family or friends"
"GEN24_1050447","Bed and Breakfast"
"GEN24_1050447","Hotel"
"GEN24_1050447","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050447","Staying with family or friends"
"GEN24_1050450","Bed and Breakfast"
"GEN24_1050450","Hotel"
"GEN24_1050450","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050450","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050455","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050468","Staying with family or friends"
"GEN24_1050469","Hotel"
"GEN24_1050469","Other accommodation"
"GEN24_1050469","Yacht or other boat"
"GEN24_1050473","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050475","Staying with family or friends"
"GEN24_1050477","Staying with family or friends"
"GEN24_1050485","Hotel"
"GEN24_1050485","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050486","Hotel"
"GEN24_1050507","Bed and Breakfast"
"GEN24_1050507","Hotel"
"GEN24_1050507","House / flat that you paid some rent for"
"GEN24_1050507","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050508","Staying with family or friends"
"GEN24_1050509","Hotel"
"GEN24_1050509","Staying with family or friends"
"GEN24_1050516","Bed and Breakfast"
"GEN24_1050516","Hotel"
"GEN24_1050516","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050525","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050525","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050525","Staying with family or friends"
"GEN24_1050526","Farm-stay or Home-stay"
"GEN24_1050526","Hotel"
"GEN24_1050526","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050533","Staying with family or friends"
"GEN24_1050534","Farm-stay or Home-stay"
"GEN24_1050548","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050549","Staying with family or friends"
"GEN24_1050551","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050551","Staying with family or friends"
"GEN24_1050552","Staying with family or friends"
"GEN24_1050554","Hotel"
"GEN24_1050554","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050555","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050555","Staying with family or friends"
"GEN24_1050557","Backpackers"
"GEN24_1050557","Other accommodation"
"GEN24_1050561","Staying with family or friends"
"GEN24_1050564","Staying with family or friends"
"GEN24_1050566","Staying with family or friends"
"GEN24_1050567","Student residence"
"GEN24_1050568","Backpackers"
"GEN24_1050568","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050568","Hotel"
"GEN24_1050568","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050571","Backpackers"
"GEN24_1050571","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050571","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050574","Youth Hostel, YMCA, YWCA"
"GEN24_1050580","Backpackers"
"GEN24_1050580","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050580","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050584","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050588","Staying with family or friends"
"GEN24_1050589","Hotel"
"GEN24_1050589","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050589","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050594","Backpackers"
"GEN24_1050594","Hotel"
"GEN24_1050594","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050594","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050594","Yacht or other boat"
"GEN24_1050597","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050606","Bed and Breakfast"
"GEN24_1050606","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050606","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050613","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050613","Staying with family or friends"
"GEN24_1050619","None of these"
"GEN24_1050632","Staying with family or friends"
"GEN24_1050635","Hotel"
"GEN24_1050639","Hotel"
"GEN24_1050639","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050639","Student residence"
"GEN24_1050648","Backpackers"
"GEN24_1050648","Youth Hostel, YMCA, YWCA"
"GEN24_1050650","Staying with family or friends"
"GEN24_1050662","Backpackers"
"GEN24_1050662","Hotel"
"GEN24_1050662","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050662","Youth Hostel, YMCA, YWCA"
"GEN24_1050663","Hotel"
"GEN24_1050667","Hotel"
"GEN24_1050668","Hotel"
"GEN24_1050670","Hotel"
"GEN24_1050677","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050679","Hotel"
"GEN24_1050682","Staying with family or friends"
"GEN24_1050685","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050686","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050686","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050692","Hotel"
"GEN24_1050694","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050695","Hotel"
"GEN24_1050696","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050696","Staying with family or friends"
"GEN24_1050698","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050698","Backpackers"
"GEN24_1050698","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050698","Hotel"
"GEN24_1050698","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050698","Youth Hostel, YMCA, YWCA"
"GEN24_1050701","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050705","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050706","House / flat that you paid some rent for"
"GEN24_1050706","Staying with family or friends"
"GEN24_1050708","Backpackers"
"GEN24_1050708","Youth Hostel, YMCA, YWCA"
"GEN24_1050711","Hotel"
"GEN24_1050711","Staying with family or friends"
"GEN24_1050716","Staying with family or friends"
"GEN24_1050718","Bed and Breakfast"
"GEN24_1050718","Hotel"
"GEN24_1050718","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050720","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050720","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050723","Hotel"
"GEN24_1050723","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050725","House / flat that you paid some rent for"
"GEN24_1050725","Staying with family or friends"
"GEN24_1050731","Hotel"
"GEN24_1050732","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050733","Backpackers"
"GEN24_1050733","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050733","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050733","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050733","Staying with family or friends"
"GEN24_1050734","Backpackers"
"GEN24_1050734","Hotel"
"GEN24_1050734","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050735","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050736","Staying with family or friends"
"GEN24_1050740","Staying with family or friends"
"GEN24_1050742","Bed and Breakfast"
"GEN24_1050742","Farm-stay or Home-stay"
"GEN24_1050742","Hotel"
"GEN24_1050742","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050742","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050742","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050742","Staying with family or friends"
"GEN24_1050755","Youth Hostel, YMCA, YWCA"
"GEN24_1050761","Hotel"
"GEN24_1050761","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050762","Bed and Breakfast"
"GEN24_1050762","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050762","Staying with family or friends"
"GEN24_1050765","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050768","Hotel"
"GEN24_1050768","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050777","Backpackers"
"GEN24_1050777","Hotel"
"GEN24_1050777","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050777","Staying with family or friends"
"GEN24_1050777","Youth Hostel, YMCA, YWCA"
"GEN24_1050783","Hotel"
"GEN24_1050786","Not sure"
"GEN24_1050802","Bed and Breakfast"
"GEN24_1050802","Hotel"
"GEN24_1050805","Hotel"
"GEN24_1050805","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050808","Bed and Breakfast"
"GEN24_1050808","Hotel"
"GEN24_1050808","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050813","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050813","Staying with family or friends"
"GEN24_1050814","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050814","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050814","Staying with family or friends"
"GEN24_1050816","Backpackers"
"GEN24_1050816","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050816","Staying with family or friends"
"GEN24_1050817","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1050817","Hotel"
"GEN24_1050817","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050821","Hotel"
"GEN24_1050821","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050821","Staying with family or friends"
"GEN24_1050822","Hotel"
"GEN24_1050822","House / flat that you paid some rent for"
"GEN24_1050827","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050827","In a hut at a National Park / Department of Conservation area"
"GEN24_1050828","Bed and Breakfast"
"GEN24_1050828","House / flat that you paid some rent for"
"GEN24_1050828","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050839","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050862","Hotel"
"GEN24_1050862","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050862","Staying with family or friends"
"GEN24_1050868","Camping at a National Park / Department of Conservation camping ground"
