"response_id","accomm_type_used"
"GEN24_1050868","Hotel"
"GEN24_1050868","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050869","Hotel"
"GEN24_1050869","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050870","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050870","Staying with family or friends"
"GEN24_1050872","Hotel"
"GEN24_1050872","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050872","Staying with family or friends"
"GEN24_1050875","Bed and Breakfast"
"GEN24_1050875","Hotel"
"GEN24_1050875","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050877","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050877","Other accommodation"
"GEN24_1050877","Staying with family or friends"
"GEN24_1050882","Bed and Breakfast"
"GEN24_1050882","Hotel"
"GEN24_1050882","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050888","Bed and Breakfast"
"GEN24_1050888","Hotel"
"GEN24_1050888","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050889","Hotel"
"GEN24_1050889","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050889","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050890","Hotel"
"GEN24_1050894","Hotel"
"GEN24_1050894","Staying with family or friends"
"GEN24_1050904","Staying with family or friends"
"GEN24_1050917","Hotel"
"GEN24_1050917","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050917","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050918","Staying with family or friends"
"GEN24_1050920","Hotel"
"GEN24_1050921","Hotel"
"GEN24_1050928","Staying with family or friends"
"GEN24_1050937","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050941","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050942","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050942","Staying with family or friends"
"GEN24_1050943","Hotel"
"GEN24_1050943","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050943","Youth Hostel, YMCA, YWCA"
"GEN24_1050955","Bed and Breakfast"
"GEN24_1050955","Hotel"
"GEN24_1050955","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050955","Motel, Motor Inn or Serviced Apartment"
"GEN24_1050956","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050956","Staying with family or friends"
"GEN24_1050959","Backpackers"
"GEN24_1050959","House / flat that you paid some rent for"
"GEN24_1050959","Staying with family or friends"
"GEN24_1050959","Youth Hostel, YMCA, YWCA"
"GEN24_1050960","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050960","Staying with family or friends"
"GEN24_1050970","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050972","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050978","Hotel"
"GEN24_1050982","Hotel"
"GEN24_1050989","Backpackers"
"GEN24_1050989","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050989","In a hut at a National Park / Department of Conservation area"
"GEN24_1050989","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050992","Bed and Breakfast"
"GEN24_1050992","Hotel"
"GEN24_1050992","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050995","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050995","Staying with family or friends"
"GEN24_1050998","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1050998","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1050998","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1050998","In a hut at a National Park / Department of Conservation area"
"GEN24_1050998","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1050998","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1050998","Staying with family or friends"
"GEN24_1050998","Youth Hostel, YMCA, YWCA"
"GEN24_1051000","Bed and Breakfast"
"GEN24_1051000","Hotel"
"GEN24_1051000","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051002","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051004","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051009","A house/ flat/ apartment/ timeshare you own"
"GEN24_1051019","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051022","Hotel"
"GEN24_1051022","Staying with family or friends"
"GEN24_1051025","Staying with family or friends"
"GEN24_1051030","Backpackers"
"GEN24_1051031","Staying with family or friends"
"GEN24_1051039","Hotel"
"GEN24_1051046","Hotel"
"GEN24_1051048","Backpackers"
"GEN24_1051048","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1051048","Hotel"
"GEN24_1051048","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051048","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051061","Hotel"
"GEN24_1051062","Hotel"
"GEN24_1051064","Hotel"
"GEN24_1051067","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051081","Bed and Breakfast"
"GEN24_1051081","Hotel"
"GEN24_1051084","Backpackers"
"GEN24_1051090","Hotel"
"GEN24_1051090","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051090","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051091","Hotel"
"GEN24_1051093","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051093","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051095","Hotel"
"GEN24_1051095","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051095","Marae"
"GEN24_1051096","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051102","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051102","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051102","Staying with family or friends"
"GEN24_1051103","Hotel"
"GEN24_1051103","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051105","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051105","Staying with family or friends"
"GEN24_1051127","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051135","Bed and Breakfast"
"GEN24_1051135","Hotel"
"GEN24_1051135","House / flat that you paid some rent for"
"GEN24_1051135","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051135","Staying with family or friends"
"GEN24_1051136","Bed and Breakfast"
"GEN24_1051136","Hotel"
"GEN24_1051136","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051140","House / flat that you paid some rent for"
"GEN24_1051140","Staying with family or friends"
"GEN24_1051142","A house/ flat/ apartment/ timeshare you own"
"GEN24_1051142","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1051142","In a hut at a National Park / Department of Conservation area"
"GEN24_1051142","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051142","Staying with family or friends"
"GEN24_1051143","Hotel"
"GEN24_1051145","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051145","Staying with family or friends"
"GEN24_1051146","Hotel"
"GEN24_1051146","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051149","Bed and Breakfast"
"GEN24_1051149","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1051149","Hotel"
"GEN24_1051149","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051149","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051149","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051150","Backpackers"
"GEN24_1051155","Hotel"
"GEN24_1051169","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051169","Staying with family or friends"
"GEN24_1051171","Another place where you pay to park a caravan or campervan / motorhome overnight"
"GEN24_1051171","Backpackers"
"GEN24_1051171","Bed and Breakfast"
"GEN24_1051171","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1051171","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051171","Staying with family or friends"
"GEN24_1051178","Backpackers"
"GEN24_1051178","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1051178","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1051178","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051178","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051180","Hotel"
"GEN24_1051182","Bed and Breakfast"
"GEN24_1051182","Hotel"
"GEN24_1051184","Hotel"
"GEN24_1051187","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051192","Backpackers"
"GEN24_1051192","Camping at a National Park / Department of Conservation camping ground"
"GEN24_1051192","Hotel"
"GEN24_1051192","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051192","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051193","Free camping - staying in a tent, caravan, campervan / motorhome "
"GEN24_1051193","Other (paid) camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)"
"GEN24_1051193","Staying with family or friends"
"GEN24_1051196","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051196","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051198","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051200","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051203","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051203","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051207","Staying with family or friends"
"GEN24_1051209","Staying with family or friends"
"GEN24_1051212","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051213","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051222","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051222","Staying with family or friends"
"GEN24_1051227","Staying with family or friends"
"GEN24_1051230","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051230","Staying with family or friends"
"GEN24_1051231","Staying with family or friends"
"GEN24_1051236","Staying with family or friends"
"GEN24_1051239","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051248","Hotel"
"GEN24_1051248","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051248","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051250","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051251","Bed and Breakfast"
"GEN24_1051251","Hotel"
"GEN24_1051251","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051252","Hotel"
"GEN24_1051254","Hotel"
"GEN24_1051260","Hotel"
"GEN24_1051260","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051267","Hotel"
"GEN24_1051271","Staying with family or friends"
"GEN24_1051278","Hotel"
"GEN24_1051278","House / flat that you paid some rent for"
"GEN24_1051278","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051279","Hotel"
"GEN24_1051279","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051279","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051280","Hotel"
"GEN24_1051280","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051280","Staying with family or friends"
"GEN24_1051283","Bed and Breakfast"
"GEN24_1051283","Hotel"
"GEN24_1051283","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051284","Farm-stay or Home-stay"
"GEN24_1051284","Hotel"
"GEN24_1051286","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051286","Staying with family or friends"
"GEN24_1051294","Hotel"
"GEN24_1051294","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051294","Motel, Motor Inn or Serviced Apartment"
"GEN24_1051304","House / flat that you paid some rent for"
"GEN24_1051304","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051304","Luxury Accommodation, 5-star Hotel, Luxury Lodge"
"GEN24_1051304","Staying with family or friends"
"GEN24_1051305","Staying with family or friends"
"GEN24_1051306","House/ flat/ apartment booked through an online website (including Booking.com, AirBnB, HomeSwap, HomeStay, Hotel.com, Expedia, etc)"
"GEN24_1051309","House / flat that you paid some rent for"
