"response_id","travelled_with"
"GEN24_1101555","My husband, wife or partner"
"GEN24_1101558","Other adult(s) who are not family / relatives"
"GEN24_1101561","My husband, wife or partner"
"GEN24_1101562","No one, I was on my own"
"GEN24_1101564","No one, I was on my own"
"GEN24_1101568","My husband, wife or partner"
"GEN24_1101569","My husband, wife or partner"
"GEN24_1101571","My husband, wife or partner"
"GEN24_1101573","Other adult family / relative"
"GEN24_1101576","My husband, wife or partner"
"GEN24_1101579","My husband, wife or partner"
"GEN24_1101580","My husband, wife or partner"
"GEN24_1101583","My husband, wife or partner"
"GEN24_1101584","Other adult(s) who are not family / relatives"
"GEN24_1101591","My husband, wife or partner"
"GEN24_1101598","Child/children aged 15 or older"
"GEN24_1101598","Child/children aged under 15"
"GEN24_1101598","My husband, wife or partner"
"GEN24_1101602","No one, I was on my own"
"GEN24_1101612","No one, I was on my own"
"GEN24_1101615","No one, I was on my own"
"GEN24_1101616","My husband, wife or partner"
"GEN24_1101624","Other adult(s) who are not family / relatives"
"GEN24_1101627","My husband, wife or partner"
"GEN24_1101628","My husband, wife or partner"
"GEN24_1101634","My husband, wife or partner"
"GEN24_1101640","Other adult(s) who are not family / relatives"
"GEN24_1101648","My husband, wife or partner"
"GEN24_1101648","Other adult family / relative"
"GEN24_1101650","My husband, wife or partner"
"GEN24_1101651","Other adult(s) who are not family / relatives"
"GEN24_1101660","No one, I was on my own"
"GEN24_1101670","No one, I was on my own"
"GEN24_1101678","No one, I was on my own"
"GEN24_1101688","My husband, wife or partner"
"GEN24_1101690","Child/children aged under 15"
"GEN24_1101709","Other adult(s) who are not family / relatives"
"GEN24_1101710","My husband, wife or partner"
"GEN24_1101711","Other adult(s) who are not family / relatives"
"GEN24_1101712","No one, I was on my own"
"GEN24_1101713","My husband, wife or partner"
"GEN24_1101718","Other adult(s) who are not family / relatives"
"GEN24_1101730","Other adult(s) who are not family / relatives"
"GEN24_1101731","No one, I was on my own"
"GEN24_1101734","No one, I was on my own"
"GEN24_1101737","Other adult family / relative"
"GEN24_1101757","Other adult family / relative"
"GEN24_1101772","My husband, wife or partner"
"GEN24_1101773","My husband, wife or partner"
"GEN24_1101773","Other adult(s) who are not family / relatives"
"GEN24_1101776","My husband, wife or partner"
"GEN24_1101787","No one, I was on my own"
"GEN24_1101789","My husband, wife or partner"
"GEN24_1101792","My husband, wife or partner"
"GEN24_1101794","My husband, wife or partner"
"GEN24_1101796","My husband, wife or partner"
"GEN24_1101799","Other adult family / relative"
"GEN24_1101811","No one, I was on my own"
"GEN24_1101816","My husband, wife or partner"
"GEN24_1101817","No one, I was on my own"
"GEN24_1101824","My husband, wife or partner"
"GEN24_1101827","No one, I was on my own"
"GEN24_1101831","No one, I was on my own"
"GEN24_1101843","Other adult family / relative"
"GEN24_1101844","My husband, wife or partner"
"GEN24_1101851","My husband, wife or partner"
"GEN24_1101854","Other adult family / relative"
"GEN24_1101854","Other adult(s) who are not family / relatives"
"GEN24_1101855","Child/children aged 15 or older"
"GEN24_1101855","Child/children aged under 15"
"GEN24_1101855","My husband, wife or partner"
"GEN24_1101856","Child/children aged 15 or older"
"GEN24_1101856","My husband, wife or partner"
"GEN24_1101864","My husband, wife or partner"
"GEN24_1101865","No one, I was on my own"
"GEN24_1101870","No one, I was on my own"
"GEN24_1101873","No one, I was on my own"
"GEN24_1101874","My husband, wife or partner"
"GEN24_1101881","My husband, wife or partner"
"GEN24_1101883","No one, I was on my own"
"GEN24_1101887","No one, I was on my own"
"GEN24_1101891","My husband, wife or partner"
"GEN24_1101892","My husband, wife or partner"
"GEN24_1101893","No one, I was on my own"
"GEN24_1101895","Other adult family / relative"
"GEN24_1101901","My husband, wife or partner"
"GEN24_1101907","My husband, wife or partner"
"GEN24_1101910","Other adult family / relative"
"GEN24_1101913","Other adult(s) who are not family / relatives"
"GEN24_1101916","My husband, wife or partner"
"GEN24_1101918","My husband, wife or partner"
"GEN24_1101919","My husband, wife or partner"
"GEN24_1101920","My husband, wife or partner"
"GEN24_1101926","My husband, wife or partner"
"GEN24_1101927","My husband, wife or partner"
"GEN24_1101928","Other adult family / relative"
"GEN24_1101929","My husband, wife or partner"
"GEN24_1101933","No one, I was on my own"
"GEN24_1101936","No one, I was on my own"
"GEN24_1101949","Other adult(s) who are not family / relatives"
"GEN24_1101953","Other adult(s) who are not family / relatives"
"GEN24_1101957","My husband, wife or partner"
"GEN24_1101959","My husband, wife or partner"
"GEN24_1101959","Other adult family / relative"
"GEN24_1101966","My husband, wife or partner"
"GEN24_1101970","Child/children aged under 15"
"GEN24_1101970","My husband, wife or partner"
"GEN24_1101981","Child/children aged under 15"
"GEN24_1101981","My husband, wife or partner"
"GEN24_1101985","No one, I was on my own"
"GEN24_1101990","Other adult family / relative"
"GEN24_1101998","Child/children aged under 15"
"GEN24_1101998","My husband, wife or partner"
"GEN24_1102004","Other adult(s) who are not family / relatives"
"GEN24_1102009","My husband, wife or partner"
"GEN24_1102012","No one, I was on my own"
"GEN24_1102014","No one, I was on my own"
"GEN24_1102016","My husband, wife or partner"
"GEN24_1102024","Other adult(s) who are not family / relatives"
"GEN24_1102025","My husband, wife or partner"
"GEN24_1102025","Other adult(s) who are not family / relatives"
"GEN24_1102027","Other adult(s) who are not family / relatives"
"GEN24_1102029","Other adult family / relative"
"GEN24_1102031","No one, I was on my own"
"GEN24_1102034","Other adult family / relative"
"GEN24_1102036","Other adult family / relative"
"GEN24_1102036","Other adult(s) who are not family / relatives"
"GEN24_1102039","No one, I was on my own"
"GEN24_1102040","My husband, wife or partner"
"GEN24_1102052","No one, I was on my own"
"GEN24_1102054","Other adult(s) who are not family / relatives"
"GEN24_1102056","Other adult(s) who are not family / relatives"
"GEN24_1102059","Other adult family / relative"
"GEN24_1102064","My husband, wife or partner"
"GEN24_1102064","Other adult family / relative"
"GEN24_1102078","No one, I was on my own"
"GEN24_1102081","Other adult(s) who are not family / relatives"
"GEN24_1102082","My husband, wife or partner"
"GEN24_1102087","Other adult family / relative"
"GEN24_1102090","My husband, wife or partner"
"GEN24_1102096","Other adult(s) who are not family / relatives"
"GEN24_1102098","My husband, wife or partner"
"GEN24_1102098","Other adult family / relative"
"GEN24_1102099","My husband, wife or partner"
"GEN24_1102104","My husband, wife or partner"
"GEN24_1102109","Other adult family / relative"
"GEN24_1102111","No one, I was on my own"
"GEN24_1102114","No one, I was on my own"
"GEN24_1102116","My husband, wife or partner"
"GEN24_1102117","Other adult(s) who are not family / relatives"
"GEN24_1102118","Other adult family / relative"
"GEN24_1102119","My husband, wife or partner"
"GEN24_1102141","No one, I was on my own"
"GEN24_1102144","No one, I was on my own"
"GEN24_1102150","My husband, wife or partner"
"GEN24_1102152","My husband, wife or partner"
"GEN24_1102161","My husband, wife or partner"
"GEN24_1102164","Other adult family / relative"
"GEN24_1102166","My husband, wife or partner"
"GEN24_1102171","My husband, wife or partner"
"GEN24_1102171","Other adult family / relative"
"GEN24_1102175","Other adult family / relative"
"GEN24_1102182","No one, I was on my own"
"GEN24_1102184","My husband, wife or partner"
"GEN24_1102185","My husband, wife or partner"
"GEN24_1102186","No one, I was on my own"
"GEN24_1102189","Other adult family / relative"
"GEN24_1102196","No one, I was on my own"
"GEN24_1102197","My husband, wife or partner"
"GEN24_1102198","Child/children aged under 15"
"GEN24_1102198","My husband, wife or partner"
"GEN24_1102201","No one, I was on my own"
"GEN24_1102202","Other adult(s) who are not family / relatives"
"GEN24_1102203","Other adult family / relative"
"GEN24_1102212","Child/children aged 15 or older"
"GEN24_1102212","My husband, wife or partner"
"GEN24_1102223","Child/children aged 15 or older"
"GEN24_1102223","My husband, wife or partner"
"GEN24_1102227","Child/children aged 15 or older"
"GEN24_1102236","My husband, wife or partner"
"GEN24_1102237","No one, I was on my own"
"GEN24_1102240","No one, I was on my own"
"GEN24_1102252","No one, I was on my own"
"GEN24_1102254","Other adult family / relative"
"GEN24_1102259","No one, I was on my own"
"GEN24_1102261","No one, I was on my own"
"GEN24_1102268","Other adult family / relative"
"GEN24_1102269","My husband, wife or partner"
"GEN24_1102287","Child/children aged under 15"
"GEN24_1102287","Other adult family / relative"
"GEN24_1102287","Other adult(s) who are not family / relatives"
"GEN24_1102292","My husband, wife or partner"
"GEN24_1102296","Other adult(s) who are not family / relatives"
"GEN24_1102297","No one, I was on my own"
"GEN24_1102298","No one, I was on my own"
"GEN24_1102299","Other adult family / relative"
"GEN24_1102300","No one, I was on my own"
"GEN24_1102309","No one, I was on my own"
"GEN24_1102324","Child/children aged 15 or older"
"GEN24_1102325","Other adult(s) who are not family / relatives"
"GEN24_1102335","Child/children aged 15 or older"
"GEN24_1102336","No one, I was on my own"
"GEN24_1102339","No one, I was on my own"
"GEN24_1102342","No one, I was on my own"
"GEN24_1102345","No one, I was on my own"
"GEN24_1102351","Other adult(s) who are not family / relatives"
"GEN24_1102353","My husband, wife or partner"
"GEN24_1102354","No one, I was on my own"
"GEN24_1102355","My husband, wife or partner"
"GEN24_1102357","My husband, wife or partner"
"GEN24_1102362","Other adult(s) who are not family / relatives"
"GEN24_1102363","My husband, wife or partner"
"GEN24_1102368","No one, I was on my own"
"GEN24_1102369","My husband, wife or partner"
"GEN24_1102372","Other adult family / relative"
"GEN24_1102374","Child/children aged 15 or older"
"GEN24_1102377","No one, I was on my own"
"GEN24_1102397","Other adult(s) who are not family / relatives"
"GEN24_1102407","No one, I was on my own"
"GEN24_1102410","Other adult family / relative"
"GEN24_1102414","My husband, wife or partner"
"GEN24_1102416","My husband, wife or partner"
"GEN24_1102424","Child/children aged 15 or older"
"GEN24_1102431","My husband, wife or partner"
"GEN24_1102437","Other adult family / relative"
"GEN24_1102444","My husband, wife or partner"
"GEN24_1102446","My husband, wife or partner"
"GEN24_1102448","No one, I was on my own"
"GEN24_1102450","No one, I was on my own"
"GEN24_1102453","Other adult family / relative"
"GEN24_1102459","No one, I was on my own"
"GEN24_1102467","My husband, wife or partner"
"GEN24_1102468","Child/children aged 15 or older"
"GEN24_1102468","My husband, wife or partner"
"GEN24_1102474","My husband, wife or partner"
"GEN24_1102475","No one, I was on my own"
"GEN24_1102479","No one, I was on my own"
"GEN24_1102485","No one, I was on my own"
"GEN24_1102497","My husband, wife or partner"
"GEN24_1102501","Other adult(s) who are not family / relatives"
"GEN24_1102502","Other adult(s) who are not family / relatives"
"GEN24_1102503","Other adult(s) who are not family / relatives"
"GEN24_1102504","Other adult(s) who are not family / relatives"
"GEN24_1102507","No one, I was on my own"
"GEN24_1102508","My husband, wife or partner"
"GEN24_1102512","No one, I was on my own"
"GEN24_1102519","No one, I was on my own"
"GEN24_1102520","Other adult(s) who are not family / relatives"
"GEN24_1102522","My husband, wife or partner"
"GEN24_1102523","Child/children aged under 15"
"GEN24_1102526","My husband, wife or partner"
"GEN24_1102528","No one, I was on my own"
"GEN24_1102529","No one, I was on my own"
"GEN24_1102532","My husband, wife or partner"
"GEN24_1102535","No one, I was on my own"
"GEN24_1102537","No one, I was on my own"
"GEN24_1102547","No one, I was on my own"
"GEN24_1102552","No one, I was on my own"
"GEN24_1102559","My husband, wife or partner"
"GEN24_1102560","My husband, wife or partner"
"GEN24_1102560","Other adult(s) who are not family / relatives"
"GEN24_1102565","My husband, wife or partner"
"GEN24_1102570","No one, I was on my own"
"GEN24_1102574","Other adult family / relative"
"GEN24_1102576","My husband, wife or partner"
"GEN24_1102577","No one, I was on my own"
"GEN24_1102578","No one, I was on my own"
"GEN24_1102581","Other adult(s) who are not family / relatives"
"GEN24_1102594","My husband, wife or partner"
"GEN24_1102595","Other adult(s) who are not family / relatives"
"GEN24_1102600","My husband, wife or partner"
"GEN24_1102604","My husband, wife or partner"
"GEN24_1102604","Other adult(s) who are not family / relatives"
"GEN24_1102606","My husband, wife or partner"
"GEN24_1102610","Other adult(s) who are not family / relatives"
"GEN24_1102620","Other adult(s) who are not family / relatives"
"GEN24_1102630","Other adult family / relative"
"GEN24_1102631","My husband, wife or partner"
"GEN24_1102646","Other adult(s) who are not family / relatives"
"GEN24_1102650","My husband, wife or partner"
"GEN24_1102652","No one, I was on my own"
"GEN24_1102656","My husband, wife or partner"
"GEN24_1102661","Child/children aged under 15"
"GEN24_1102661","My husband, wife or partner"
"GEN24_1102662","No one, I was on my own"
"GEN24_1102667","Other adult(s) who are not family / relatives"
"GEN24_1102670","My husband, wife or partner"
"GEN24_1102682","Child/children aged under 15"
"GEN24_1102682","My husband, wife or partner"
"GEN24_1102695","Other adult family / relative"
"GEN24_1102708","My husband, wife or partner"
