"response_id","travelled_with"
"GEN24_1050415","My husband, wife or partner"
"GEN24_1050415","Other adult family / relative"
"GEN24_1050416","My husband, wife or partner"
"GEN24_1050420","Other adult(s) who are not family / relatives"
"GEN24_1050422","My husband, wife or partner"
"GEN24_1050425","No one, I was on my own"
"GEN24_1050428","Other adult family / relative"
"GEN24_1050432","No one, I was on my own"
"GEN24_1050436","Child/children aged under 15"
"GEN24_1050436","My husband, wife or partner"
"GEN24_1050447","My husband, wife or partner"
"GEN24_1050450","My husband, wife or partner"
"GEN24_1050455","Other adult family / relative"
"GEN24_1050468","Other adult family / relative"
"GEN24_1050469","No one, I was on my own"
"GEN24_1050473","My husband, wife or partner"
"GEN24_1050475","My husband, wife or partner"
"GEN24_1050477","Child/children aged 15 or older"
"GEN24_1050481","My husband, wife or partner"
"GEN24_1050485","My husband, wife or partner"
"GEN24_1050485","Other adult(s) who are not family / relatives"
"GEN24_1050486","My husband, wife or partner"
"GEN24_1050492","Child/children aged under 15"
"GEN24_1050492","My husband, wife or partner"
"GEN24_1050504","My husband, wife or partner"
"GEN24_1050507","My husband, wife or partner"
"GEN24_1050508","Child/children aged 15 or older"
"GEN24_1050508","Child/children aged under 15"
"GEN24_1050508","Other adult family / relative"
"GEN24_1050509","Other adult(s) who are not family / relatives"
"GEN24_1050514","My husband, wife or partner"
"GEN24_1050516","Other adult family / relative"
"GEN24_1050525","No one, I was on my own"
"GEN24_1050526","No one, I was on my own"
"GEN24_1050528","No one, I was on my own"
"GEN24_1050531","My husband, wife or partner"
"GEN24_1050533","No one, I was on my own"
"GEN24_1050534","No one, I was on my own"
"GEN24_1050548","My husband, wife or partner"
"GEN24_1050549","No one, I was on my own"
"GEN24_1050551","My husband, wife or partner"
"GEN24_1050552","No one, I was on my own"
"GEN24_1050554","Child/children aged 15 or older"
"GEN24_1050554","My husband, wife or partner"
"GEN24_1050555","My husband, wife or partner"
"GEN24_1050557","My husband, wife or partner"
"GEN24_1050561","No one, I was on my own"
"GEN24_1050563","My husband, wife or partner"
"GEN24_1050564","My husband, wife or partner"
"GEN24_1050566","No one, I was on my own"
"GEN24_1050567","No one, I was on my own"
"GEN24_1050568","Other adult family / relative"
"GEN24_1050568","Other adult(s) who are not family / relatives"
"GEN24_1050571","Child/children aged 15 or older"
"GEN24_1050571","My husband, wife or partner"
"GEN24_1050574","No one, I was on my own"
"GEN24_1050580","Other adult family / relative"
"GEN24_1050581","My husband, wife or partner"
"GEN24_1050582","No one, I was on my own"
"GEN24_1050584","My husband, wife or partner"
"GEN24_1050585","Other adult(s) who are not family / relatives"
"GEN24_1050588","Child/children aged 15 or older"
"GEN24_1050589","My husband, wife or partner"
"GEN24_1050594","My husband, wife or partner"
"GEN24_1050597","Other adult(s) who are not family / relatives"
"GEN24_1050606","My husband, wife or partner"
"GEN24_1050613","Child/children aged under 15"
"GEN24_1050613","My husband, wife or partner"
"GEN24_1050619","No one, I was on my own"
"GEN24_1050632","Other adult family / relative"
"GEN24_1050635","My husband, wife or partner"
"GEN24_1050639","Child/children aged 15 or older"
"GEN24_1050643","My husband, wife or partner"
"GEN24_1050648","No one, I was on my own"
"GEN24_1050650","No one, I was on my own"
"GEN24_1050660","My husband, wife or partner"
"GEN24_1050662","My husband, wife or partner"
"GEN24_1050663","Other adult(s) who are not family / relatives"
"GEN24_1050664","My husband, wife or partner"
"GEN24_1050667","Other adult(s) who are not family / relatives"
"GEN24_1050668","No one, I was on my own"
"GEN24_1050670","My husband, wife or partner"
"GEN24_1050676","My husband, wife or partner"
"GEN24_1050677","No one, I was on my own"
"GEN24_1050679","Other adult(s) who are not family / relatives"
"GEN24_1050682","My husband, wife or partner"
"GEN24_1050685","My husband, wife or partner"
"GEN24_1050686","Other adult(s) who are not family / relatives"
"GEN24_1050692","My husband, wife or partner"
"GEN24_1050694","My husband, wife or partner"
"GEN24_1050695","My husband, wife or partner"
"GEN24_1050696","My husband, wife or partner"
"GEN24_1050698","Other adult(s) who are not family / relatives"
"GEN24_1050701","My husband, wife or partner"
"GEN24_1050705","My husband, wife or partner"
"GEN24_1050706","No one, I was on my own"
"GEN24_1050708","Other adult(s) who are not family / relatives"
"GEN24_1050711","My husband, wife or partner"
"GEN24_1050716","No one, I was on my own"
"GEN24_1050717","My husband, wife or partner"
"GEN24_1050718","My husband, wife or partner"
"GEN24_1050720","My husband, wife or partner"
"GEN24_1050723","My husband, wife or partner"
"GEN24_1050725","No one, I was on my own"
"GEN24_1050729","Other adult family / relative"
"GEN24_1050729","Other adult(s) who are not family / relatives"
"GEN24_1050731","Child/children aged 15 or older"
"GEN24_1050732","Child/children aged 15 or older"
"GEN24_1050733","No one, I was on my own"
"GEN24_1050734","Other adult(s) who are not family / relatives"
"GEN24_1050735","My husband, wife or partner"
"GEN24_1050736","Child/children aged 15 or older"
"GEN24_1050740","No one, I was on my own"
"GEN24_1050742","My husband, wife or partner"
"GEN24_1050748","No one, I was on my own"
"GEN24_1050755","Other adult(s) who are not family / relatives"
"GEN24_1050761","Other adult(s) who are not family / relatives"
"GEN24_1050762","My husband, wife or partner"
"GEN24_1050762","Other adult family / relative"
"GEN24_1050763","Other adult family / relative"
"GEN24_1050765","My husband, wife or partner"
"GEN24_1050765","Other adult family / relative"
"GEN24_1050768","My husband, wife or partner"
"GEN24_1050777","No one, I was on my own"
"GEN24_1050783","My husband, wife or partner"
"GEN24_1050786","My husband, wife or partner"
"GEN24_1050799","My husband, wife or partner"
"GEN24_1050800","My husband, wife or partner"
"GEN24_1050802","My husband, wife or partner"
"GEN24_1050805","My husband, wife or partner"
"GEN24_1050808","No one, I was on my own"
"GEN24_1050812","My husband, wife or partner"
"GEN24_1050813","My husband, wife or partner"
"GEN24_1050814","Other adult family / relative"
"GEN24_1050815","My husband, wife or partner"
"GEN24_1050816","My husband, wife or partner"
"GEN24_1050817","My husband, wife or partner"
"GEN24_1050818","My husband, wife or partner"
"GEN24_1050820","My husband, wife or partner"
"GEN24_1050821","My husband, wife or partner"
"GEN24_1050822","My husband, wife or partner"
"GEN24_1050827","My husband, wife or partner"
"GEN24_1050828","Other adult(s) who are not family / relatives"
"GEN24_1050832","Child/children aged under 15"
"GEN24_1050832","My husband, wife or partner"
"GEN24_1050837","Other adult family / relative"
"GEN24_1050839","My husband, wife or partner"
"GEN24_1050849","My husband, wife or partner"
"GEN24_1050860","Other adult family / relative"
"GEN24_1050862","My husband, wife or partner"
"GEN24_1050868","Other adult family / relative"
"GEN24_1050869","Other adult(s) who are not family / relatives"
"GEN24_1050870","No one, I was on my own"
"GEN24_1050872","My husband, wife or partner"
"GEN24_1050875","My husband, wife or partner"
"GEN24_1050876","My husband, wife or partner"
"GEN24_1050877","My husband, wife or partner"
"GEN24_1050878","My husband, wife or partner"
"GEN24_1050882","My husband, wife or partner"
"GEN24_1050888","My husband, wife or partner"
"GEN24_1050889","My husband, wife or partner"
"GEN24_1050890","No one, I was on my own"
"GEN24_1050894","Child/children aged 15 or older"
"GEN24_1050894","Child/children aged under 15"
"GEN24_1050896","My husband, wife or partner"
"GEN24_1050899","My husband, wife or partner"
"GEN24_1050904","No one, I was on my own"
"GEN24_1050907","No one, I was on my own"
"GEN24_1050909","Other adult family / relative"
"GEN24_1050917","My husband, wife or partner"
"GEN24_1050918","No one, I was on my own"
"GEN24_1050920","My husband, wife or partner"
"GEN24_1050921","My husband, wife or partner"
"GEN24_1050926","My husband, wife or partner"
"GEN24_1050928","My husband, wife or partner"
"GEN24_1050931","My husband, wife or partner"
"GEN24_1050932","Other adult family / relative"
"GEN24_1050937","No one, I was on my own"
"GEN24_1050941","My husband, wife or partner"
"GEN24_1050942","My husband, wife or partner"
"GEN24_1050943","No one, I was on my own"
"GEN24_1050947","Child/children aged 15 or older"
"GEN24_1050955","My husband, wife or partner"
"GEN24_1050956","My husband, wife or partner"
"GEN24_1050957","My husband, wife or partner"
"GEN24_1050959","No one, I was on my own"
"GEN24_1050960","Other adult family / relative"
"GEN24_1050970","My husband, wife or partner"
"GEN24_1050972","My husband, wife or partner"
"GEN24_1050978","Other adult(s) who are not family / relatives"
"GEN24_1050982","Child/children aged 15 or older"
"GEN24_1050982","Other adult family / relative"
"GEN24_1050986","Other adult family / relative"
"GEN24_1050989","Other adult(s) who are not family / relatives"
"GEN24_1050992","My husband, wife or partner"
"GEN24_1050995","My husband, wife or partner"
"GEN24_1050998","No one, I was on my own"
"GEN24_1051000","My husband, wife or partner"
"GEN24_1051002","My husband, wife or partner"
"GEN24_1051004","My husband, wife or partner"
"GEN24_1051009","My husband, wife or partner"
"GEN24_1051019","Other adult family / relative"
"GEN24_1051022","My husband, wife or partner"
"GEN24_1051024","My husband, wife or partner"
"GEN24_1051025","Other adult family / relative"
"GEN24_1051030","Other adult family / relative"
"GEN24_1051031","No one, I was on my own"
"GEN24_1051039","Child/children aged 15 or older"
"GEN24_1051041","Other adult(s) who are not family / relatives"
"GEN24_1051046","No one, I was on my own"
"GEN24_1051048","Child/children aged 15 or older"
"GEN24_1051048","Child/children aged under 15"
"GEN24_1051048","Other adult(s) who are not family / relatives"
"GEN24_1051058","My husband, wife or partner"
"GEN24_1051061","My husband, wife or partner"
"GEN24_1051062","My husband, wife or partner"
"GEN24_1051062","Other adult family / relative"
"GEN24_1051062","Other adult(s) who are not family / relatives"
"GEN24_1051064","Other adult(s) who are not family / relatives"
"GEN24_1051067","No one, I was on my own"
"GEN24_1051081","My husband, wife or partner"
"GEN24_1051084","No one, I was on my own"
"GEN24_1051089","My husband, wife or partner"
"GEN24_1051090","My husband, wife or partner"
"GEN24_1051091","My husband, wife or partner"
"GEN24_1051093","Child/children aged under 15"
"GEN24_1051093","My husband, wife or partner"
"GEN24_1051095","My husband, wife or partner"
"GEN24_1051096","No one, I was on my own"
"GEN24_1051099","My husband, wife or partner"
"GEN24_1051102","My husband, wife or partner"
"GEN24_1051103","Other adult family / relative"
"GEN24_1051105","No one, I was on my own"
"GEN24_1051127","Other adult family / relative"
"GEN24_1051135","My husband, wife or partner"
"GEN24_1051136","My husband, wife or partner"
"GEN24_1051140","My husband, wife or partner"
"GEN24_1051142","No one, I was on my own"
"GEN24_1051143","Other adult family / relative"
"GEN24_1051144","My husband, wife or partner"
"GEN24_1051145","My husband, wife or partner"
"GEN24_1051146","My husband, wife or partner"
"GEN24_1051146","Other adult family / relative"
"GEN24_1051146","Other adult(s) who are not family / relatives"
"GEN24_1051149","Other adult family / relative"
"GEN24_1051150","No one, I was on my own"
"GEN24_1051155","My husband, wife or partner"
"GEN24_1051169","Other adult family / relative"
"GEN24_1051171","No one, I was on my own"
"GEN24_1051178","Other adult family / relative"
"GEN24_1051180","My husband, wife or partner"
"GEN24_1051182","Other adult(s) who are not family / relatives"
"GEN24_1051184","My husband, wife or partner"
"GEN24_1051187","My husband, wife or partner"
"GEN24_1051188","No one, I was on my own"
"GEN24_1051192","My husband, wife or partner"
"GEN24_1051193","Other adult(s) who are not family / relatives"
"GEN24_1051196","Child/children aged 15 or older"
"GEN24_1051196","My husband, wife or partner"
"GEN24_1051198","My husband, wife or partner"
"GEN24_1051200","Other adult(s) who are not family / relatives"
"GEN24_1051203","Other adult(s) who are not family / relatives"
"GEN24_1051206","Child/children aged 15 or older"
"GEN24_1051206","My husband, wife or partner"
"GEN24_1051207","My husband, wife or partner"
"GEN24_1051209","No one, I was on my own"
"GEN24_1051212","My husband, wife or partner"
"GEN24_1051213","No one, I was on my own"
"GEN24_1051222","My husband, wife or partner"
"GEN24_1051227","Other adult family / relative"
"GEN24_1051228","No one, I was on my own"
"GEN24_1051230","Other adult(s) who are not family / relatives"
"GEN24_1051231","No one, I was on my own"
"GEN24_1051236","No one, I was on my own"
"GEN24_1051239","My husband, wife or partner"
"GEN24_1051243","Other adult(s) who are not family / relatives"
"GEN24_1051246","No one, I was on my own"
"GEN24_1051247","My husband, wife or partner"
"GEN24_1051248","My husband, wife or partner"
"GEN24_1051250","Child/children aged 15 or older"
"GEN24_1051250","My husband, wife or partner"
"GEN24_1051251","My husband, wife or partner"
"GEN24_1051252","My husband, wife or partner"
"GEN24_1051254","Other adult family / relative"
"GEN24_1051260","No one, I was on my own"
"GEN24_1051267","Other adult(s) who are not family / relatives"
"GEN24_1051271","No one, I was on my own"
"GEN24_1051273","My husband, wife or partner"
"GEN24_1051278","My husband, wife or partner"
"GEN24_1051279","My husband, wife or partner"
"GEN24_1051280","My husband, wife or partner"
"GEN24_1051283","My husband, wife or partner"
"GEN24_1051284","Other adult(s) who are not family / relatives"
"GEN24_1051286","No one, I was on my own"
"GEN24_1051294","My husband, wife or partner"
"GEN24_1051299","My husband, wife or partner"
"GEN24_1051302","My husband, wife or partner"
"GEN24_1051302","Other adult(s) who are not family / relatives"
"GEN24_1051304","My husband, wife or partner"
"GEN24_1051304","Other adult family / relative"
"GEN24_1051304","Other adult(s) who are not family / relatives"
"GEN24_1051305","My husband, wife or partner"
"GEN24_1051306","No one, I was on my own"
"GEN24_1051309","My husband, wife or partner"
"GEN24_1051313","No one, I was on my own"
"GEN24_1051317","My husband, wife or partner"
"GEN24_1051318","My husband, wife or partner"
"GEN24_1051319","My husband, wife or partner"
"GEN24_1051320","Child/children aged under 15"
"GEN24_1051320","My husband, wife or partner"
"GEN24_1051324","My husband, wife or partner"
"GEN24_1051335","My husband, wife or partner"
"GEN24_1051346","My husband, wife or partner"
"GEN24_1051348","My husband, wife or partner"
"GEN24_1051350","No one, I was on my own"
"GEN24_1051351","My husband, wife or partner"
"GEN24_1051352","My husband, wife or partner"
"GEN24_1051356","My husband, wife or partner"
"GEN24_1051358","Child/children aged 15 or older"
"GEN24_1051365","My husband, wife or partner"
"GEN24_1051375","My husband, wife or partner"
"GEN24_1051378","Other adult family / relative"
"GEN24_1051379","My husband, wife or partner"
"GEN24_1051380","My husband, wife or partner"
"GEN24_1051382","My husband, wife or partner"
"GEN24_1051383","My husband, wife or partner"
"GEN24_1051386","No one, I was on my own"
"GEN24_1051393","No one, I was on my own"
"GEN24_1051394","No one, I was on my own"
"GEN24_1051396","No one, I was on my own"
"GEN24_1051407","No one, I was on my own"
"GEN24_1051409","No one, I was on my own"
"GEN24_1051414","My husband, wife or partner"
"GEN24_1051420","My husband, wife or partner"
"GEN24_1051426","My husband, wife or partner"
"GEN24_1051429","No one, I was on my own"
"GEN24_1051431","Other adult family / relative"
"GEN24_1051433","Other adult family / relative"
"GEN24_1051436","My husband, wife or partner"
"GEN24_1051449","My husband, wife or partner"
"GEN24_1051455","My husband, wife or partner"
"GEN24_1051458","My husband, wife or partner"
"GEN24_1051471","My husband, wife or partner"
"GEN24_1051472","No one, I was on my own"
"GEN24_1051475","My husband, wife or partner"
"GEN24_1051478","My husband, wife or partner"
"GEN24_1051479","No one, I was on my own"
"GEN24_1051481","Child/children aged 15 or older"
"GEN24_1051482","No one, I was on my own"
"GEN24_1051483","No one, I was on my own"
"GEN24_1051488","Other adult family / relative"
"GEN24_1051490","My husband, wife or partner"
"GEN24_1051493","My husband, wife or partner"
"GEN24_1051497","No one, I was on my own"
"GEN24_1051502","My husband, wife or partner"
"GEN24_1051511","My husband, wife or partner"
"GEN24_1051514","My husband, wife or partner"
"GEN24_1051553","My husband, wife or partner"
"GEN24_1051558","No one, I was on my own"
"GEN24_1051559","My husband, wife or partner"
"GEN24_1051567","My husband, wife or partner"
"GEN24_1051568","My husband, wife or partner"
"GEN24_1051569","No one, I was on my own"
"GEN24_1051570","Other adult(s) who are not family / relatives"
"GEN24_1051577","My husband, wife or partner"
"GEN24_1051578","My husband, wife or partner"
"GEN24_1051583","Other adult(s) who are not family / relatives"
"GEN24_1051584","No one, I was on my own"
"GEN24_1051590","My husband, wife or partner"
"GEN24_1051590","Other adult family / relative"
"GEN24_1051591","Other adult family / relative"
"GEN24_1051596","My husband, wife or partner"
"GEN24_1051598","My husband, wife or partner"
"GEN24_1051599","No one, I was on my own"
"GEN24_1051600","No one, I was on my own"
"GEN24_1051602","Other adult(s) who are not family / relatives"
"GEN24_1051604","My husband, wife or partner"
"GEN24_1051605","No one, I was on my own"
"GEN24_1051614","Other adult family / relative"
"GEN24_1051615","Other adult(s) who are not family / relatives"
"GEN24_1051618","Other adult family / relative"
"GEN24_1051632","No one, I was on my own"
"GEN24_1051634","Other adult family / relative"
"GEN24_1051650","My husband, wife or partner"
"GEN24_1051651","My husband, wife or partner"
"GEN24_1051661","Other adult family / relative"
"GEN24_1051662","My husband, wife or partner"
"GEN24_1051666","Other adult family / relative"
"GEN24_1051668","My husband, wife or partner"
"GEN24_1051669","No one, I was on my own"
"GEN24_1051670","My husband, wife or partner"
"GEN24_1051674","My husband, wife or partner"
"GEN24_1051675","Child/children aged under 15"
"GEN24_1051675","Other adult family / relative"
"GEN24_1051676","Child/children aged under 15"
"GEN24_1051676","My husband, wife or partner"
"GEN24_1051676","Other adult family / relative"
"GEN24_1051680","My husband, wife or partner"
"GEN24_1051685","No one, I was on my own"
"GEN24_1051686","My husband, wife or partner"
"GEN24_1051687","Other adult(s) who are not family / relatives"
"GEN24_1051688","Other adult family / relative"
"GEN24_1051699","My husband, wife or partner"
"GEN24_1051701","No one, I was on my own"
"GEN24_1051704","My husband, wife or partner"
"GEN24_1051707","No one, I was on my own"
"GEN24_1051709","No one, I was on my own"
"GEN24_1051710","Child/children aged under 15"
"GEN24_1051710","My husband, wife or partner"
"GEN24_1051710","Other adult family / relative"
"GEN24_1051712","No one, I was on my own"
"GEN24_1051714","No one, I was on my own"
"GEN24_1051716","My husband, wife or partner"
"GEN24_1051718","My husband, wife or partner"
"GEN24_1051719","My husband, wife or partner"
"GEN24_1051723","My husband, wife or partner"
"GEN24_1051731","My husband, wife or partner"
"GEN24_1051734","No one, I was on my own"
"GEN24_1051736","No one, I was on my own"
"GEN24_1051748","My husband, wife or partner"
"GEN24_1051752","Child/children aged under 15"
"GEN24_1051752","My husband, wife or partner"
"GEN24_1051755","No one, I was on my own"
"GEN24_1051761","My husband, wife or partner"
"GEN24_1051765","Other adult(s) who are not family / relatives"
"GEN24_1051768","No one, I was on my own"
"GEN24_1051771","Other adult(s) who are not family / relatives"
"GEN24_1051772","My husband, wife or partner"
"GEN24_1051774","Child/children aged 15 or older"
"GEN24_1051774","My husband, wife or partner"
"GEN24_1051774","Other adult family / relative"
"GEN24_1051774","Other adult(s) who are not family / relatives"
"GEN24_1051778","My husband, wife or partner"
"GEN24_1051779","My husband, wife or partner"
"GEN24_1051780","Child/children aged under 15"
"GEN24_1051780","My husband, wife or partner"
"GEN24_1051781","My husband, wife or partner"
"GEN24_1051783","Other adult(s) who are not family / relatives"
"GEN24_1051784","My husband, wife or partner"
"GEN24_1051785","My husband, wife or partner"
"GEN24_1051786","My husband, wife or partner"
"GEN24_1051786","Other adult family / relative"
"GEN24_1051789","My husband, wife or partner"
"GEN24_1051792","Other adult(s) who are not family / relatives"
"GEN24_1051795","My husband, wife or partner"
"GEN24_1051796","Child/children aged under 15"
"GEN24_1051796","My husband, wife or partner"
"GEN24_1051800","Other adult family / relative"
"GEN24_1051804","Child/children aged 15 or older"
"GEN24_1051805","Child/children aged under 15"
"GEN24_1051805","My husband, wife or partner"
"GEN24_1051807","My husband, wife or partner"
"GEN24_1051813","My husband, wife or partner"
"GEN24_1051816","My husband, wife or partner"
"GEN24_1051817","Other adult(s) who are not family / relatives"
"GEN24_1051819","Child/children aged 15 or older"
"GEN24_1051820","No one, I was on my own"
"GEN24_1051823","No one, I was on my own"
"GEN24_1051826","Child/children aged under 15"
"GEN24_1051826","My husband, wife or partner"
"GEN24_1051827","My husband, wife or partner"
"GEN24_1051830","Other adult family / relative"
"GEN24_1051832","Other adult(s) who are not family / relatives"
"GEN24_1051833","Other adult family / relative"
"GEN24_1051834","No one, I was on my own"
"GEN24_1051836","No one, I was on my own"
"GEN24_1051838","No one, I was on my own"
"GEN24_1051839","My husband, wife or partner"
"GEN24_1051839","Other adult family / relative"
"GEN24_1051841","My husband, wife or partner"
"GEN24_1051844","My husband, wife or partner"
"GEN24_1051845","Other adult family / relative"
"GEN24_1051848","Other adult(s) who are not family / relatives"
"GEN24_1051851","My husband, wife or partner"
"GEN24_1051852","My husband, wife or partner"
"GEN24_1051855","No one, I was on my own"
"GEN24_1051857","No one, I was on my own"
"GEN24_1051858","My husband, wife or partner"
"GEN24_1051859","My husband, wife or partner"
"GEN24_1051863","Other adult family / relative"
"GEN24_1051864","My husband, wife or partner"
"GEN24_1051867","Child/children aged 15 or older"
"GEN24_1051867","Child/children aged under 15"
"GEN24_1051867","My husband, wife or partner"
"GEN24_1051868","My husband, wife or partner"
"GEN24_1051879","Other adult family / relative"
"GEN24_1051879","Other adult(s) who are not family / relatives"
"GEN24_1051880","My husband, wife or partner"
"GEN24_1051881","Other adult(s) who are not family / relatives"
"GEN24_1051882","Child/children aged 15 or older"
"GEN24_1051882","Child/children aged under 15"
"GEN24_1051883","My husband, wife or partner"
"GEN24_1051884","Other adult family / relative"
"GEN24_1051884","Other adult(s) who are not family / relatives"
"GEN24_1051886","My husband, wife or partner"
"GEN24_1051887","Child/children aged under 15"
"GEN24_1051887","My husband, wife or partner"
"GEN24_1051889","Other adult family / relative"
"GEN24_1051900","No one, I was on my own"
"GEN24_1051901","No one, I was on my own"
"GEN24_1051904","My husband, wife or partner"
"GEN24_1051917","Other adult family / relative"
"GEN24_1051951","Other adult(s) who are not family / relatives"
"GEN24_1051952","My husband, wife or partner"
"GEN24_1051955","Other adult family / relative"
"GEN24_1051956","My husband, wife or partner"
"GEN24_1051957","No one, I was on my own"
"GEN24_1051961","My husband, wife or partner"
"GEN24_1051963","My husband, wife or partner"
"GEN24_1051966","My husband, wife or partner"
"GEN24_1051968","My husband, wife or partner"
"GEN24_1051969","My husband, wife or partner"
"GEN24_1051972","My husband, wife or partner"
"GEN24_1051973","Other adult(s) who are not family / relatives"
"GEN24_1051976","Other adult(s) who are not family / relatives"
"GEN24_1051978","My husband, wife or partner"
"GEN24_1051979","My husband, wife or partner"
"GEN24_1051980","My husband, wife or partner"
"GEN24_1051982","Other adult(s) who are not family / relatives"
"GEN24_1051983","My husband, wife or partner"
"GEN24_1051987","My husband, wife or partner"
"GEN24_1051989","My husband, wife or partner"
"GEN24_1051998","My husband, wife or partner"
"GEN24_1051998","Other adult(s) who are not family / relatives"
"GEN24_1052000","Other adult family / relative"
"GEN24_1052006","My husband, wife or partner"
"GEN24_1052007","Child/children aged 15 or older"
"GEN24_1052009","My husband, wife or partner"
"GEN24_1052010","My husband, wife or partner"
"GEN24_1052011","My husband, wife or partner"
"GEN24_1052014","No one, I was on my own"
"GEN24_1052015","Other adult family / relative"
"GEN24_1052027","Other adult family / relative"
"GEN24_1052028","My husband, wife or partner"
"GEN24_1052028","Other adult(s) who are not family / relatives"
"GEN24_1052034","Other adult(s) who are not family / relatives"
"GEN24_1052035","My husband, wife or partner"
"GEN24_1052036","My husband, wife or partner"
"GEN24_1052037","My husband, wife or partner"
"GEN24_1052040","Other adult family / relative"
"GEN24_1052045","Other adult(s) who are not family / relatives"
"GEN24_1052047","My husband, wife or partner"
"GEN24_1052050","My husband, wife or partner"
"GEN24_1052050","Other adult(s) who are not family / relatives"
"GEN24_1052058","My husband, wife or partner"
"GEN24_1052062","Child/children aged 15 or older"
"GEN24_1052062","Child/children aged under 15"
"GEN24_1052062","My husband, wife or partner"
"GEN24_1052070","My husband, wife or partner"
"GEN24_1052071","Child/children aged 15 or older"
"GEN24_1052071","My husband, wife or partner"
"GEN24_1052074","My husband, wife or partner"
"GEN24_1052076","My husband, wife or partner"
"GEN24_1052078","My husband, wife or partner"
"GEN24_1052080","My husband, wife or partner"
"GEN24_1052088","My husband, wife or partner"
"GEN24_1052090","My husband, wife or partner"
"GEN24_1052091","My husband, wife or partner"
"GEN24_1052094","My husband, wife or partner"
"GEN24_1052099","Child/children aged under 15"
"GEN24_1052099","My husband, wife or partner"
"GEN24_1052100","No one, I was on my own"
"GEN24_1052101","Other adult family / relative"
"GEN24_1052104","My husband, wife or partner"
"GEN24_1052107","Other adult family / relative"
"GEN24_1052111","Other adult family / relative"
"GEN24_1052115","Other adult family / relative"
"GEN24_1052116","No one, I was on my own"
"GEN24_1052119","My husband, wife or partner"
"GEN24_1052120","My husband, wife or partner"
"GEN24_1052133","Other adult(s) who are not family / relatives"
"GEN24_1052138","My husband, wife or partner"
"GEN24_1052139","No one, I was on my own"
"GEN24_1052143","My husband, wife or partner"
"GEN24_1052145","Other adult family / relative"
"GEN24_1052146","Other adult family / relative"
"GEN24_1052147","My husband, wife or partner"
"GEN24_1052148","My husband, wife or partner"
"GEN24_1052148","Other adult family / relative"
"GEN24_1052155","My husband, wife or partner"
"GEN24_1052159","My husband, wife or partner"
"GEN24_1052162","No one, I was on my own"
"GEN24_1052163","My husband, wife or partner"
"GEN24_1052166","My husband, wife or partner"
"GEN24_1052168","Child/children aged under 15"
"GEN24_1052168","Other adult family / relative"
"GEN24_1052170","No one, I was on my own"
"GEN24_1052173","No one, I was on my own"
"GEN24_1052181","My husband, wife or partner"
"GEN24_1052188","My husband, wife or partner"
"GEN24_1052188","Other adult(s) who are not family / relatives"
"GEN24_1052193","My husband, wife or partner"
"GEN24_1052194","My husband, wife or partner"
"GEN24_1052197","Other adult family / relative"
"GEN24_1052199","Other adult(s) who are not family / relatives"
"GEN24_1052205","My husband, wife or partner"
"GEN24_1052205","Other adult family / relative"
"GEN24_1052206","My husband, wife or partner"
"GEN24_1052207","No one, I was on my own"
"GEN24_1052209","Other adult family / relative"
"GEN24_1052211","My husband, wife or partner"
"GEN24_1052214","My husband, wife or partner"
"GEN24_1052215","My husband, wife or partner"
"GEN24_1052217","Child/children aged under 15"
"GEN24_1052220","Other adult family / relative"
"GEN24_1052231","Other adult family / relative"
"GEN24_1052232","My husband, wife or partner"
"GEN24_1052240","My husband, wife or partner"
"GEN24_1052241","My husband, wife or partner"
"GEN24_1052244","My husband, wife or partner"
"GEN24_1052250","Other adult(s) who are not family / relatives"
"GEN24_1052251","No one, I was on my own"
"GEN24_1052256","My husband, wife or partner"
"GEN24_1052257","My husband, wife or partner"
"GEN24_1052258","My husband, wife or partner"
"GEN24_1052259","Child/children aged 15 or older"
"GEN24_1052262","My husband, wife or partner"
"GEN24_1052265","My husband, wife or partner"
"GEN24_1052271","Other adult(s) who are not family / relatives"
"GEN24_1052272","No one, I was on my own"
"GEN24_1052275","My husband, wife or partner"
"GEN24_1052277","My husband, wife or partner"
"GEN24_1052280","Other adult(s) who are not family / relatives"
"GEN24_1052281","My husband, wife or partner"
"GEN24_1052281","Other adult(s) who are not family / relatives"
"GEN24_1052282","No one, I was on my own"
"GEN24_1052286","My husband, wife or partner"
"GEN24_1052287","My husband, wife or partner"
"GEN24_1052288","No one, I was on my own"
"GEN24_1052289","Other adult family / relative"
"GEN24_1052291","No one, I was on my own"
"GEN24_1052292","My husband, wife or partner"
"GEN24_1052293","My husband, wife or partner"
"GEN24_1052295","Other adult family / relative"
"GEN24_1052299","Other adult(s) who are not family / relatives"
"GEN24_1052301","No one, I was on my own"
"GEN24_1052302","Other adult(s) who are not family / relatives"
"GEN24_1052305","My husband, wife or partner"
"GEN24_1052307","My husband, wife or partner"
"GEN24_1052321","My husband, wife or partner"
"GEN24_1052322","Other adult(s) who are not family / relatives"
"GEN24_1052323","No one, I was on my own"
"GEN24_1052324","My husband, wife or partner"
"GEN24_1052326","Child/children aged 15 or older"
"GEN24_1052328","My husband, wife or partner"
"GEN24_1052334","No one, I was on my own"
"GEN24_1052338","No one, I was on my own"
"GEN24_1052341","My husband, wife or partner"
"GEN24_1052342","My husband, wife or partner"
"GEN24_1052351","No one, I was on my own"
"GEN24_1052352","My husband, wife or partner"
"GEN24_1052352","Other adult(s) who are not family / relatives"
