response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1032667,Wellington,Australia,Australia,Male,No,Christchurch airport,2023-07-09,8,No,30 - 34,Independent Traveller,NA,1678.016567,To visit family,7,2023,Winter
GEN24_1032670,Wellington,Australia,Australia,Male,No,Wellington airport,2023-07-12,5,No,45 - 49,Independent Traveller,Sometimes,1250,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032672,Wellington,Australia,Australia,Female,No,Auckland airport,2023-07-08,9,No,20 - 24,Tour Group,Never,3464.292267,To go sightseeing,7,2023,Winter
GEN24_1032673,Wellington,Australia,Australia,Female,No,Wellington airport,2023-06-30,17,No,25 - 29,Independent Traveller,Sometimes,440,To visit family,6,2023,Winter
GEN24_1032679,Auckland,Australia,Australia,Female,Yes,Auckland airport,2023-07-06,11,No,60 - 64,Independent Traveller,Most of the time,4189.62846,Just for the holiday,7,2023,Winter
GEN24_1032680,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-13,4,No,60 - 64,Independent Traveller,Rarely,703.6843667,To visit family,7,2023,Winter
GEN24_1032681,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-13,4,No,35 - 39,Independent Traveller,Sometimes,1496.141223,For some special event or occasion (non-sport-related),7,2023,Winter
GEN24_1032682,Wellington,Australia,Australia,Female,Yes,Christchurch airport,2023-07-03,14,No,30 - 34,Independent Traveller,Most of the time,2387.11389,Holiday - Other,7,2023,Winter
GEN24_1032683,Wellington,Australia,Australia,Female,No,Wellington airport,2023-06-21,26,No,45 - 49,Independent Traveller,Most of the time,6800,"For a wedding, funeral, other family occasion",6,2023,Winter
GEN24_1032689,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-05,13,No,25 - 29,Independent Traveller,Always,950,To visit friends,7,2023,Winter
GEN24_1032690,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-07-09,9,No,45 - 49,Independent Traveller,Sometimes,3100,To visit family,7,2023,Winter
GEN24_1032692,Auckland,England,UK,Male,No,Christchurch airport,2023-07-14,4,No,65 - 69,Independent Traveller,NA,2213.899277,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032698,Auckland,Japan,Japan,Female,Yes,Auckland airport,2023-07-12,6,No,20 - 24,Independent Traveller,Most of the time,2414,To visit family,7,2023,Winter
GEN24_1032700,Auckland,Japan,Japan,Female,Yes,Christchurch airport,2023-07-12,6,No,50 - 54,Independent Traveller,Sometimes,3353.971,To visit family,7,2023,Winter
GEN24_1032706,Auckland,Japan,Japan,Female,No,Auckland airport,2023-07-09,9,No,40 - 44,Independent Traveller,Sometimes,2289.4,Other,7,2023,Winter
GEN24_1032708,Auckland,Australia,Australia,Female,No,Auckland airport,2023-02-18,150,No,65 - 69,Independent Traveller,Always,4806.70552,To visit family,2,2023,Summer
GEN24_1032710,Auckland,Taiwan,Rest of Asia,Female,No,Auckland airport,2022-11-06,254,No,30 - 34,Tour Group,Sometimes,7220,To go sightseeing,11,2022,Spring
GEN24_1032713,Auckland,Sri Lanka,Rest of Asia,Male,Yes,Auckland airport,2023-06-27,21,Not sure,50 - 54,Tour Group,Most of the time,1531.555556,To care for a family member or friend,6,2023,Winter
GEN24_1032715,Christchurch,Germany,Germany,Female,Yes,Christchurch airport,2022-07-21,362,No,Under 20,Independent Traveller,NA,30427.7571,Other,7,2022,Winter
GEN24_1032716,Auckland,Germany,Germany,Female,Yes,Auckland airport,2022-11-20,240,No,35 - 39,Independent Traveller,Most of the time,23405.967,Other,11,2022,Spring
GEN24_1032726,Christchurch,Germany,Germany,Male,Yes,Christchurch airport,2023-07-07,11,Yes,40 - 44,Package,Most of the time,3912.918556,Just for the holiday,7,2023,Winter
GEN24_1032750,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-13,5,No,55 - 59,Independent Traveller,Rarely,335.6033133,To visit family,7,2023,Winter
GEN24_1032755,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-12,6,No,70 - 74,Independent Traveller,Most of the time,661.8297333,To go sightseeing,7,2023,Winter
GEN24_1032756,Queenstown,Australia,Australia,Female,No,Queenstown airport,2023-07-13,5,No,45 - 49,Independent Traveller,Always,2679.41355,Just for the holiday,7,2023,Winter
GEN24_1032758,Queenstown,Australia,Australia,Female,No,Queenstown airport,2023-07-11,7,No,35 - 39,Independent Traveller,Sometimes,1602.235173,Just for the holiday,7,2023,Winter
GEN24_1032766,Queenstown,Australia,Australia,Male,Yes,Auckland airport,2022-11-05,255,No,25 - 29,Tour Group,Always,28900,For a working holiday,11,2022,Spring
GEN24_1032770,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2023-07-09,9,No,25 - 29,Tour Group,Sometimes,4893.312827,Just for the holiday,7,2023,Winter
GEN24_1032771,Queenstown,Australia,Australia,Female,No,Queenstown airport,2023-07-02,16,No,30 - 34,Independent Traveller,Most of the time,2750,To visit family,7,2023,Winter
GEN24_1032778,Auckland,England,UK,Female,No,Auckland airport,2023-07-10,8,No,65 - 69,Tour Group,Rarely,1403.01484,To visit family,7,2023,Winter
GEN24_1032781,Auckland,United States of America,USA,Male,No,Auckland airport,2023-06-22,26,No,45 - 49,Independent Traveller,NA,6480.416139,Just for the holiday,6,2023,Winter
GEN24_1032785,Auckland,Canada,Canada,Female,Yes,Auckland airport,2022-11-12,248,No,Under 20,Tour Group,Most of the time,11700,For a working holiday,11,2022,Spring
GEN24_1032787,Auckland,England,UK,Male,No,Auckland airport,2023-07-05,13,No,30 - 34,Independent Traveller,Most of the time,1570.539,To visit family,7,2023,Winter
GEN24_1032794,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-04,14,No,60 - 64,Independent Traveller,Sometimes,520,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032800,Christchurch,Singapore,Rest of Asia,Female,Yes,Wellington airport,2023-06-25,24,No,40 - 44,Independent Traveller,Always,5270.8067,Just for the holiday,6,2023,Winter
GEN24_1032802,Christchurch,Malaysia,Rest of Asia,Male,No,Christchurch airport,2023-07-02,17,No,30 - 34,Independent Traveller,Most of the time,2555,For your honeymoon,7,2023,Winter
GEN24_1032819,Queenstown,Australia,Australia,Female,No,Queenstown airport,2023-07-13,6,No,25 - 29,Independent Traveller,NA,2814.737467,To go sightseeing,7,2023,Winter
GEN24_1032827,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2023-07-10,9,No,30 - 34,Independent Traveller,NA,7080.14732,To go sightseeing,7,2023,Winter
GEN24_1032829,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2023-07-15,4,No,30 - 34,Independent Traveller,Sometimes,2029.85875,Just for the holiday,7,2023,Winter
GEN24_1032830,Queenstown,Australia,Australia,Female,Yes,Queenstown airport,2023-07-11,8,No,35 - 39,Independent Traveller,Most of the time,3464.292267,To go sightseeing,7,2023,Winter
GEN24_1032831,Wellington,Australia,Australia,Male,No,Auckland airport,2023-07-03,14,No,65 - 69,Independent Traveller,Rarely,1733.228725,To care for a family member or friend,7,2023,Winter
GEN24_1032835,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-05,14,No,60 - 64,Independent Traveller,Most of the time,1374.890993,To visit family,7,2023,Winter
GEN24_1032838,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-14,5,No,50 - 54,Independent Traveller,Never,324.7774,To visit family,7,2023,Winter
GEN24_1032840,Wellington,Australia,Australia,Male,No,Wellington airport,2023-06-19,30,No,25 - 29,Independent Traveller,Most of the time,530,To visit family,6,2023,Winter
GEN24_1032847,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-12,7,No,50 - 54,Independent Traveller,Always,920.2026333,To visit family,7,2023,Winter
GEN24_1032852,Auckland,Tonga,Rest of Oceania,Male,Yes,Auckland airport,2023-07-06,13,No,40 - 44,Independent Traveller,NA,820.062935,Related to your job or business,7,2023,Winter
GEN24_1032866,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-14,5,No,60 - 64,Independent Traveller,NA,5750,Holiday - Other,7,2023,Winter
GEN24_1032869,Wellington,Australia,Australia,Male,No,Wellington airport,2023-07-13,6,No,30 - 34,Independent Traveller,NA,712,To visit family,7,2023,Winter
GEN24_1032872,Auckland,Singapore,Rest of Asia,Female,Yes,Auckland airport,2023-06-30,19,No,35 - 39,Independent Traveller,NA,8140,Just for the holiday,6,2023,Winter
GEN24_1032873,Wellington,Australia,Australia,Female,No,Auckland airport,2023-07-05,14,No,65 - 69,Tour Group,Always,1304.522557,To visit family,7,2023,Winter
GEN24_1032874,Wellington,Scotland,UK,Male,Yes,Wellington airport,2023-07-06,13,No,60 - 64,Independent Traveller,Sometimes,917.8927933,To visit family,7,2023,Winter
GEN24_1032876,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-11,8,No,35 - 39,Independent Traveller,Most of the time,225.1789973,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032881,Wellington,Australia,Australia,Female,No,Wellington airport,2023-06-24,25,No,55 - 59,Independent Traveller,Sometimes,497.9920133,To care for a family member or friend,6,2023,Winter
GEN24_1032887,Auckland,New Caledonia,Rest of Oceania,Female,No,Auckland airport,2023-07-16,3,No,55 - 59,Independent Traveller,Always,1165,To visit family,7,2023,Winter
GEN24_1032889,Auckland,Netherlands,Rest of Europe,Female,Yes,Auckland airport,2023-06-22,27,No,25 - 29,Tour Group,NA,4655.142733,Just for the holiday,6,2023,Winter
GEN24_1032890,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-18,1,No,50 - 54,Independent Traveller,Always,757.8139333,Business,7,2023,Winter
GEN24_1032893,Auckland,Australia,Australia,Male,No,Auckland airport,2023-06-29,20,No,20 - 24,Independent Traveller,Sometimes,330,To visit family,6,2023,Winter
GEN24_1032907,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-06-30,19,No,50 - 54,Independent Traveller,Most of the time,8355.600383,For your honeymoon,6,2023,Winter
GEN24_1032908,Auckland,Ireland,Rest of Europe,Male,No,Auckland airport,2023-06-17,32,No,50 - 54,Independent Traveller,Sometimes,3800,To visit family,6,2023,Winter
GEN24_1032910,Auckland,Germany,Germany,Male,Yes,Auckland airport,2023-06-17,32,No,20 - 24,Tour Group,NA,7651.95075,Business,6,2023,Winter
GEN24_1032913,Auckland,Singapore,Rest of Asia,Female,No,Auckland airport,2023-07-18,1,No,30 - 34,Independent Traveller,NA,1548.146247,Business,7,2023,Winter
GEN24_1032925,Auckland,United States of America,USA,Female,No,Auckland airport,2023-07-08,12,No,40 - 44,Tour Group,Most of the time,2206.099111,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032926,Auckland,United States of America,USA,Male,Yes,Christchurch airport,2023-07-17,3,No,35 - 39,Tour Group,Most of the time,1869.668997,Business,7,2023,Winter
GEN24_1032931,Auckland,Other,Africa and Middle East,Female,No,Auckland airport,2023-07-07,13,No,25 - 29,Independent Traveller,Most of the time,1100,To visit family,7,2023,Winter
GEN24_1032933,Auckland,United States of America,USA,Female,No,Auckland airport,2023-04-27,84,No,70 - 74,Independent Traveller,NA,3143.691233,To visit family,4,2023,Autumn
GEN24_1032934,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-04,16,No,65 - 69,Tour Group,Rarely,2585.272396,Just for the holiday,7,2023,Winter
GEN24_1032939,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-19,2,No,60 - 64,Independent Traveller,Not sure,205.6923533,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1032946,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-06-08,43,No,40 - 44,Independent Traveller,Always,3266.666667,To visit family,6,2023,Winter
GEN24_1032950,Auckland,Philippines,Rest of Asia,Female,No,Auckland airport,2023-07-16,5,No,35 - 39,Independent Traveller,Most of the time,1200,Visiting Friends/Relatives - Other,7,2023,Winter
GEN24_1032951,Auckland,Philippines,Rest of Asia,Male,Yes,Auckland airport,2023-03-06,137,No,40 - 44,Independent Traveller,NA,1500,Other,3,2023,Autumn
GEN24_1032957,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-13,8,Yes,55 - 59,Package,Most of the time,4160.247181,To visit family,7,2023,Winter
GEN24_1032963,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-07,14,No,60 - 64,Independent Traveller,NA,2489.960067,Other,7,2023,Winter
GEN24_1032964,Auckland,Australia,Australia,Female,Yes,Auckland airport,2023-07-12,9,Yes,50 - 54,Tour Group,Not sure,1515.627867,Business,7,2023,Winter
GEN24_1032966,Auckland,Canada,Canada,Female,Yes,Queenstown airport,2023-07-12,9,No,35 - 39,Tour Group,Sometimes,2643.333333,To go sightseeing,7,2023,Winter
GEN24_1032973,Auckland,Singapore,Rest of Asia,Female,Yes,Auckland airport,2023-07-16,5,No,55 - 59,Independent Traveller,Sometimes,1645,Business,7,2023,Winter
GEN24_1032980,Auckland,England,UK,Male,No,Auckland airport,2023-07-14,7,No,40 - 44,Independent Traveller,NA,2598.2192,To go sightseeing,7,2023,Winter
GEN24_1032981,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-19,2,No,40 - 44,Independent Traveller,Never,1461.4983,Business,7,2023,Winter
GEN24_1032997,Wellington,Australia,Australia,Male,No,Wellington airport,2023-07-19,2,No,40 - 44,Independent Traveller,Sometimes,736.1621067,Business,7,2023,Winter
GEN24_1032998,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-14,7,No,50 - 54,Independent Traveller,Most of the time,3501.100372,Visiting Friends/Relatives - Other,7,2023,Winter
GEN24_1033000,Wellington,Australia,Australia,Male,No,Wellington airport,2023-06-26,25,No,65 - 69,Independent Traveller,Most of the time,1461.4983,To visit family,6,2023,Winter
GEN24_1033002,Auckland,New Caledonia,Rest of Oceania,Female,No,Auckland airport,2023-07-14,7,No,35 - 39,Tour Group,Rarely,4744.209465,Just for the holiday,7,2023,Winter
GEN24_1033007,Auckland,France,Rest of Europe,Male,No,Auckland airport,2023-07-16,5,No,55 - 59,Independent Traveller,Sometimes,3708.94554,Just for the holiday,7,2023,Winter
GEN24_1033010,Auckland,Singapore,Rest of Asia,Male,Yes,Auckland airport,2023-01-27,175,No,Under 20,Independent Traveller,Most of the time,4441.1322,Other,1,2023,Summer
GEN24_1033011,Wellington,Australia,Australia,Female,Yes,Wellington airport,2023-07-18,3,Yes,45 - 49,Package,Always,1112.903891,To visit friends,7,2023,Winter
GEN24_1033016,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-16,5,No,55 - 59,Independent Traveller,Most of the time,2845.867853,Just for the holiday,7,2023,Winter
GEN24_1033024,Auckland,United States of America,USA,Male,Yes,Queenstown airport,2023-06-11,40,No,70 - 74,Independent Traveller,NA,10423.8183,Visiting Friends/Relatives - Other,6,2023,Winter
GEN24_1033026,Auckland,United States of America,USA,Female,No,Auckland airport,2023-06-29,22,No,50 - 54,Independent Traveller,Sometimes,1425,To visit family,6,2023,Winter
GEN24_1033044,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Female,No,Auckland airport,2023-07-18,4,No,40 - 44,Independent Traveller,Sometimes,1510,Related to your job or business,7,2023,Winter
GEN24_1033047,Auckland,England,UK,Female,No,Auckland airport,2023-07-19,3,No,40 - 44,Independent Traveller,NA,1136.7209,Business,7,2023,Winter
GEN24_1033068,Auckland,Malaysia,Rest of Asia,Male,Yes,Auckland airport,2023-07-21,1,No,50 - 54,Independent Traveller,NA,680,Business,7,2023,Winter
GEN24_1033071,Auckland,England,UK,Male,Yes,Auckland airport,2023-06-22,30,No,20 - 24,Tour Group,Sometimes,5200,To go sightseeing,6,2023,Winter
GEN24_1033074,Auckland,England,UK,Female,Yes,Auckland airport,2023-07-14,8,No,40 - 44,Independent Traveller,Most of the time,1892.00575,To go sightseeing,7,2023,Winter
GEN24_1033077,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-12,10,No,35 - 39,Independent Traveller,Most of the time,4720,To go sightseeing,7,2023,Winter
GEN24_1033080,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-18,4,No,55 - 59,Independent Traveller,Sometimes,3011.325287,Holiday - Other,7,2023,Winter
GEN24_1033082,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-10,12,No,25 - 29,Tour Group,Sometimes,6238,Business,7,2023,Winter
GEN24_1033084,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-06-24,28,No,50 - 54,Independent Traveller,NA,3603.295215,Holiday - Other,6,2023,Winter
GEN24_1033096,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-11,12,No,60 - 64,Independent Traveller,Sometimes,1732.146133,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033100,Auckland,Philippines,Rest of Asia,Female,No,Auckland airport,2023-06-01,52,No,30 - 34,Independent Traveller,Always,15222.08387,To visit family,6,2023,Winter
GEN24_1033104,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-21,2,No,50 - 54,Independent Traveller,Not sure,620,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033105,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-18,5,No,55 - 59,Tour Group,Sometimes,5850,Sports related,7,2023,Winter
GEN24_1033117,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-10,13,Yes,40 - 44,Package,Sometimes,3924.393583,Just for the holiday,7,2023,Winter
GEN24_1033132,Auckland,Poland,Rest of Europe,Female,Yes,Auckland airport,2023-07-21,2,No,60 - 64,Independent Traveller,Always,496.3723,Holiday - Other,7,2023,Winter
GEN24_1033133,Auckland,Australia,Australia,Female,No,Auckland airport,2023-07-21,2,No,40 - 44,Independent Traveller,Sometimes,151.5627867,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033134,Auckland,India,Rest of Asia,Female,Yes,Auckland airport,2023-06-14,39,No,25 - 29,Independent Traveller,Sometimes,1650,To go sightseeing,6,2023,Winter
GEN24_1033139,Auckland,Singapore,Rest of Asia,Male,Yes,Auckland airport,2023-07-15,8,No,25 - 29,Independent Traveller,Rarely,270,Just for the holiday,7,2023,Winter
GEN24_1033140,Auckland,Australia,Australia,Male,Yes,Auckland airport,2023-07-10,14,No,75 or older,Independent Traveller,Sometimes,4434.835397,Just for the holiday,7,2023,Winter
GEN24_1033143,Auckland,Australia,Australia,Female,Yes,Queenstown airport,2023-07-15,9,No,20 - 24,Independent Traveller,NA,5173.703982,Just for the holiday,7,2023,Winter
GEN24_1033146,Auckland,Australia,Australia,Male,No,Auckland airport,2023-07-02,22,No,70 - 74,Independent Traveller,Sometimes,1223.328207,To visit family,7,2023,Winter
GEN24_1033151,Auckland,Taiwan,Rest of Asia,Female,Yes,Auckland airport,2023-06-25,29,No,25 - 29,Independent Traveller,Sometimes,2789.953667,For a working holiday,6,2023,Winter
GEN24_1033155,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,No,Auckland airport,2023-07-01,23,No,40 - 44,Tour Group,Always,8000,To visit family,7,2023,Winter
GEN24_1033161,Auckland,Canada,Canada,Female,Yes,Auckland airport,2023-07-01,23,No,55 - 59,Independent Traveller,NA,6597.15455,Just for the holiday,7,2023,Winter
GEN24_1033169,Christchurch,Taiwan,Rest of Asia,Male,Yes,Christchurch airport,2023-07-07,17,Yes,35 - 39,Package,Sometimes,2403.569278,Just for the holiday,7,2023,Winter
GEN24_1033173,Christchurch,Philippines,Rest of Asia,Female,Yes,Christchurch airport,2023-07-17,7,No,30 - 34,Independent Traveller,Sometimes,3030,Holiday - Other,7,2023,Winter
GEN24_1033176,Auckland,Japan,Japan,Male,No,Auckland airport,2023-07-14,10,No,20 - 24,Independent Traveller,Sometimes,1488.11,Just for the holiday,7,2023,Winter
GEN24_1033178,Auckland,Thailand,Rest of Asia,Female,No,Auckland airport,2023-07-02,22,No,50 - 54,Independent Traveller,Most of the time,4876.149657,To visit family,7,2023,Winter
GEN24_1033183,Auckland,"Korea, Republic of","Korea, Republic of",Female,Yes,Auckland airport,2023-07-09,15,Yes,20 - 24,Package,Sometimes,3690,To go sightseeing,7,2023,Winter
GEN24_1033189,Auckland,India,Rest of Asia,Female,Yes,Auckland airport,2023-05-25,60,No,35 - 39,Independent Traveller,Most of the time,1013,To visit family,5,2023,Autumn
GEN24_1033194,Auckland,Malaysia,Rest of Asia,Male,No,Auckland airport,2023-07-15,9,No,55 - 59,Independent Traveller,NA,1600,To visit family,7,2023,Winter
GEN24_1033199,Wellington,Australia,Australia,Female,No,Wellington airport,2023-07-12,12,No,70 - 74,Independent Traveller,Sometimes,1633.630322,To visit family,7,2023,Winter
GEN24_1033212,Auckland,Thailand,Rest of Asia,Male,Yes,Auckland airport,2023-07-16,9,No,55 - 59,Tour Group,Always,2316.404067,To visit family,7,2023,Winter
GEN24_1033224,Auckland,Other,Rest of Europe,Female,No,Auckland airport,2023-05-21,65,No,25 - 29,Independent Traveller,NA,2920,For a working holiday,5,2023,Autumn
GEN24_1033248,Auckland,France,Rest of Europe,Male,No,Auckland airport,2023-06-22,33,No,55 - 59,Tour Group,Most of the time,1935.493425,To visit family,6,2023,Winter
GEN24_1033250,Auckland,England,UK,Female,No,Auckland airport,2023-06-16,39,No,60 - 64,Independent Traveller,Sometimes,4397.5092,Visiting Friends/Relatives - Other,6,2023,Winter
GEN24_1033257,Auckland,England,UK,Female,No,Wellington airport,2023-07-18,7,No,40 - 44,Independent Traveller,NA,1244.980033,To care for a family member or friend,7,2023,Winter
GEN24_1033258,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-20,5,No,60 - 64,Independent Traveller,Never,3623.51779,Holiday - Other,7,2023,Winter
GEN24_1033260,Christchurch,United States of America,USA,Male,Yes,Queenstown airport,2023-07-07,18,No,20 - 24,Independent Traveller,Sometimes,3120,Other,7,2023,Winter
GEN24_1033262,Auckland,Fiji,Rest of Oceania,Female,No,Auckland airport,2023-07-23,2,Yes,30 - 34,Package,NA,1300,Business,7,2023,Winter
GEN24_1033263,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-22,3,No,30 - 34,Independent Traveller,Sometimes,703.1940917,For your honeymoon,7,2023,Winter
GEN24_1033266,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-22,3,No,45 - 49,Independent Traveller,Most of the time,1560.027229,Holiday - Other,7,2023,Winter
GEN24_1033267,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-06-30,25,No,50 - 54,Independent Traveller,Always,3560,Just for the holiday,6,2023,Winter
GEN24_1033269,Auckland,France,Rest of Europe,Female,Yes,Auckland airport,2023-02-17,158,No,25 - 29,Independent Traveller,NA,9182.3409,Business,2,2023,Summer
GEN24_1033274,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-06-10,45,No,55 - 59,Independent Traveller,Always,827.2871667,To visit family,6,2023,Winter
GEN24_1033275,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-06-26,29,No,20 - 24,Independent Traveller,Most of the time,350.7697587,To visit family,6,2023,Winter
GEN24_1033290,Auckland,India,Rest of Asia,Male,Yes,Auckland airport,2023-02-15,161,No,35 - 39,Independent Traveller,NA,6000,To visit family,2,2023,Summer
GEN24_1033299,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Female,Yes,Auckland airport,2023-07-19,7,No,40 - 44,Independent Traveller,NA,3400,Just for the holiday,7,2023,Winter
GEN24_1033312,Auckland,"Korea, Republic of","Korea, Republic of",Female,Yes,Auckland airport,2023-07-19,7,No,20 - 24,Independent Traveller,Always,2935,To go sightseeing,7,2023,Winter
GEN24_1033320,Auckland,India,Rest of Asia,Male,Yes,Auckland airport,2023-06-05,51,No,70 - 74,Independent Traveller,Most of the time,5950,To visit family,6,2023,Winter
GEN24_1033329,Wellington,Australia,Australia,Male,Yes,Christchurch airport,2023-07-08,18,Yes,25 - 29,Package,Sometimes,7032.427041,Just for the holiday,7,2023,Winter
GEN24_1033332,Wellington,United States of America,USA,Female,Yes,Wellington airport,2023-07-18,8,No,50 - 54,Independent Traveller,Always,5708.28145,Holiday - Other,7,2023,Winter
GEN24_1033333,Wellington,Sri Lanka,Rest of Asia,Male,No,Auckland airport,2023-07-02,24,No,65 - 69,Tour Group,Most of the time,7528.313217,Just for the holiday,7,2023,Winter
GEN24_1033335,Wellington,Australia,Australia,Male,No,Wellington airport,2023-07-21,5,No,55 - 59,Independent Traveller,Never,1634.712913,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033336,Wellington,United States of America,USA,Male,Yes,Auckland airport,2023-07-22,4,No,65 - 69,Independent Traveller,Always,1606.591678,To go sightseeing,7,2023,Winter
GEN24_1033338,Wellington,United States of America,USA,Male,Yes,Auckland airport,2023-07-21,5,No,65 - 69,Tour Group,Most of the time,4384.621983,Holiday - Other,7,2023,Winter
GEN24_1033342,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,Yes,Auckland airport,2023-07-22,4,No,25 - 29,Tour Group,Always,3430.731935,For some special event or occasion (non-sport-related),7,2023,Winter
GEN24_1033345,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2023-06-18,38,Not sure,25 - 29,Independent Traveller,NA,7100,Other,6,2023,Winter
GEN24_1033356,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-22,4,No,65 - 69,Independent Traveller,Sometimes,1158.202033,To go sightseeing,7,2023,Winter
GEN24_1033357,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-21,5,No,50 - 54,Independent Traveller,Most of the time,4516.98793,Sports related,7,2023,Winter
GEN24_1033361,Auckland,United States of America,USA,Male,Yes,Auckland airport,2023-07-16,10,No,25 - 29,Tour Group,Rarely,2730.04765,Holiday - Other,7,2023,Winter
GEN24_1033384,Auckland,Philippines,Rest of Asia,Female,Yes,Auckland airport,2023-05-27,61,No,25 - 29,Independent Traveller,Always,920,To visit family,5,2023,Autumn
GEN24_1033411,Christchurch,Philippines,Rest of Asia,Female,Yes,Christchurch airport,2023-05-30,58,No,55 - 59,Independent Traveller,Sometimes,5928,To visit family,5,2023,Autumn
GEN24_1033414,Auckland,Singapore,Rest of Asia,Female,Yes,Auckland airport,2023-01-25,183,Yes,Under 20,Package,NA,34935.77467,Other,1,2023,Summer
GEN24_1033418,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2023-07-23,4,No,45 - 49,Independent Traveller,Always,9072.115373,Just for the holiday,7,2023,Winter
GEN24_1033421,Christchurch,United States of America,USA,Male,Yes,Auckland airport,2023-07-21,6,No,50 - 54,Independent Traveller,Sometimes,1770.394537,To go sightseeing,7,2023,Winter
GEN24_1033422,Christchurch,Australia,Australia,Male,No,Christchurch airport,2023-07-22,5,No,65 - 69,Independent Traveller,NA,1104.24316,"For a wedding, funeral, other family occasion",7,2023,Winter
GEN24_1033428,Christchurch,Australia,Australia,Male,No,Christchurch airport,2023-07-26,1,No,50 - 54,Independent Traveller,NA,508.8179267,Business,7,2023,Winter
GEN24_1033436,Christchurch,Australia,Australia,Female,No,Christchurch airport,2023-07-16,11,No,70 - 74,Independent Traveller,Most of the time,2246.377017,To visit family,7,2023,Winter
GEN24_1033438,Auckland,United States of America,USA,Male,No,Auckland airport,2023-07-17,10,No,55 - 59,Independent Traveller,Sometimes,19201.33514,Holiday - Other,7,2023,Winter
GEN24_1033440,Auckland,United States of America,USA,Female,Yes,Auckland airport,2023-07-19,8,No,30 - 34,Independent Traveller,Most of the time,918.288755,Holiday - Other,7,2023,Winter
GEN24_1033445,Auckland,England,UK,Female,Yes,Auckland airport,2023-01-16,192,No,Under 20,Tour Group,NA,6950,For a working holiday,1,2023,Summer
