response_id,departure_location,country_of_residence,country_of_residence_group,gender,first_nz_trip,arrival_location,arrival_date,no_days_in_nz,package_deal,age_range,travel_type,sustainability_considered,treated_spend,visit_purpose,arrival_month,arrival_year,arrival_season
GEN24_1065733,Christchurch,United States of America,USA,Female,No,Christchurch airport,2024-06-26,13,No,55 - 59,Independent Traveller,Most of the time,3682.47825,Holiday - Other,6,2024,Winter
GEN24_1065747,Auckland,England,UK,Female,No,Auckland airport,2024-07-03,6,No,45 - 49,Independent Traveller,NA,890,To visit family,7,2024,Winter
GEN24_1065749,Auckland,Sri Lanka,Rest of Asia,Female,No,Auckland airport,2024-01-16,175,No,65 - 69,Independent Traveller,Sometimes,1200,To visit family,1,2024,Summer
GEN24_1065753,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-07-04,5,No,55 - 59,Independent Traveller,Sometimes,680,To visit friends,7,2024,Winter
GEN24_1065754,Auckland,French Polynesia,Rest of Oceania,Female,No,Auckland airport,2024-07-04,5,No,30 - 34,Tour Group,Sometimes,1949.745995,Just for the holiday,7,2024,Winter
GEN24_1065756,Auckland,French Polynesia,Rest of Oceania,Male,No,Auckland airport,2024-06-27,12,No,60 - 64,Independent Traveller,NA,1950,Visiting Friends/Relatives - Other,6,2024,Winter
GEN24_1065769,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-03,6,No,50 - 54,Independent Traveller,Most of the time,655.6138,To visit family,7,2024,Winter
GEN24_1065781,Auckland,United States of America,USA,Female,No,Auckland airport,2024-07-06,3,No,45 - 49,Tour Group,Most of the time,2839.599895,To go sightseeing,7,2024,Winter
GEN24_1065786,Auckland,United States of America,USA,Male,No,Auckland airport,2024-07-03,6,No,75 or older,Independent Traveller,Rarely,4255.3082,Just for the holiday,7,2024,Winter
GEN24_1065808,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-30,9,Yes,25 - 29,Tour Group,Always,4569.473333,For your honeymoon,6,2024,Winter
GEN24_1065813,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-06,4,No,40 - 44,Independent Traveller,Not sure,383.8983029,Other,7,2024,Winter
GEN24_1065840,Auckland,India,Rest of Asia,Female,Yes,Christchurch airport,2024-06-27,13,No,35 - 39,Independent Traveller,NA,3800,Related to your job or business,6,2024,Winter
GEN24_1065858,Wellington,Singapore,Rest of Asia,Male,Yes,Wellington airport,2024-07-05,5,No,70 - 74,Independent Traveller,Not sure,1382.810735,Holiday - Other,7,2024,Winter
GEN24_1065860,Wellington,Australia,Australia,Female,No,Wellington airport,2024-07-03,7,No,50 - 54,Independent Traveller,NA,1800,To visit family,7,2024,Winter
GEN24_1065861,Wellington,Australia,Australia,Female,No,Wellington airport,2024-06-22,18,No,50 - 54,Independent Traveller,Most of the time,2530.669268,To visit friends,6,2024,Winter
GEN24_1065872,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-03,7,No,55 - 59,Independent Traveller,NA,744.121663,"For a wedding, funeral, other family occasion",7,2024,Winter
GEN24_1065876,Auckland,Italy,Rest of Europe,Female,Yes,Auckland airport,2024-01-25,167,No,Under 20,Independent Traveller,Most of the time,2068.457467,Other,1,2024,Summer
GEN24_1065884,Auckland,Australia,Australia,Female,Yes,Wellington airport,2024-06-28,12,No,35 - 39,Tour Group,NA,3685.714286,Just for the holiday,6,2024,Winter
GEN24_1065904,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-07-05,5,No,50 - 54,Tour Group,Rarely,1411.616663,Holiday - Other,7,2024,Winter
GEN24_1065910,Christchurch,Australia,Australia,Female,No,Christchurch airport,2024-07-04,6,No,45 - 49,Independent Traveller,Never,874.1517333,To visit friends,7,2024,Winter
GEN24_1065912,Christchurch,Australia,Australia,Female,Yes,Auckland airport,2024-06-30,10,No,25 - 29,Independent Traveller,NA,2458.55175,Just for the holiday,6,2024,Winter
GEN24_1065925,Auckland,Other,Rest of Americas,Male,Yes,Auckland airport,2024-06-26,14,Yes,55 - 59,Tour Group,NA,9983.6077,Holiday - Other,6,2024,Winter
GEN24_1065935,Auckland,French Polynesia,Rest of Oceania,Female,No,Auckland airport,2024-05-05,66,No,35 - 39,Independent Traveller,Always,1850,To go sightseeing,5,2024,Autumn
GEN24_1065936,Auckland,Canada,Canada,Female,Yes,Auckland airport,2024-06-14,26,No,30 - 34,Tour Group,Most of the time,7900,Other,6,2024,Winter
GEN24_1065937,Auckland,Northern Ireland,UK,Male,Yes,Auckland airport,2023-11-01,252,No,20 - 24,Tour Group,NA,46173.7808,For a working holiday,11,2023,Spring
GEN24_1065940,Auckland,Netherlands,Rest of Europe,Female,No,Christchurch airport,2024-06-23,17,No,50 - 54,Independent Traveller,Most of the time,1384.967173,To visit family,6,2024,Winter
GEN24_1065950,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-07-02,8,No,20 - 24,Independent Traveller,Always,5860.34955,To go sightseeing,7,2024,Winter
GEN24_1065956,Christchurch,Canada,Canada,Female,Yes,Auckland airport,2023-10-11,274,No,30 - 34,Independent Traveller,NA,9440,Other,10,2023,Spring
GEN24_1065963,Christchurch,Malaysia,Rest of Asia,Female,Yes,Auckland airport,2023-09-26,289,No,25 - 29,Independent Traveller,NA,1620,Other,9,2023,Spring
GEN24_1065966,Christchurch,Ireland,Rest of Europe,Male,No,Christchurch airport,2024-07-02,9,No,45 - 49,Independent Traveller,Rarely,1978.524533,To visit family,7,2024,Winter
GEN24_1065980,Auckland,India,Rest of Asia,Male,Yes,Auckland airport,2024-04-23,79,Yes,35 - 39,Package,Most of the time,3061.318889,Just for the holiday,4,2024,Autumn
GEN24_1065982,Auckland,Indonesia,Rest of Asia,Male,Yes,Christchurch airport,2024-06-29,12,No,40 - 44,Independent Traveller,Sometimes,3820,Just for the holiday,6,2024,Winter
GEN24_1065983,Queenstown,Australia,Australia,Female,No,Queenstown airport,2024-07-03,8,No,60 - 64,Independent Traveller,NA,1103.616563,To visit family,7,2024,Winter
GEN24_1065984,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2024-07-05,6,No,30 - 34,Independent Traveller,Always,1369.140152,To go sightseeing,7,2024,Winter
GEN24_1065987,Queenstown,Australia,Australia,Female,No,Queenstown airport,2024-07-05,6,No,45 - 49,Independent Traveller,Sometimes,2840.993133,Holiday - Other,7,2024,Winter
GEN24_1065989,Queenstown,Australia,Australia,Female,No,Queenstown airport,2024-07-07,4,No,50 - 54,Independent Traveller,Most of the time,2026.939332,Just for the holiday,7,2024,Winter
GEN24_1065996,Queenstown,Australia,Australia,Female,No,Christchurch airport,2024-06-28,13,No,40 - 44,Independent Traveller,Rarely,3550,Just for the holiday,6,2024,Winter
GEN24_1065998,Queenstown,Australia,Australia,Male,Yes,Queenstown airport,2024-07-03,8,Yes,30 - 34,Package,NA,5135.641433,For some special event or occasion (non-sport-related),7,2024,Winter
GEN24_1065999,Queenstown,Australia,Australia,Male,Yes,Auckland airport,2024-06-29,12,No,55 - 59,Independent Traveller,Sometimes,6021.934163,Just for the holiday,6,2024,Winter
GEN24_1066008,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-06,5,Yes,55 - 59,Package,NA,1375,Just for the holiday,7,2024,Winter
GEN24_1066020,Queenstown,United States of America,USA,Female,Yes,Auckland airport,2024-06-28,13,No,30 - 34,Tour Group,NA,11499.15208,Just for the holiday,6,2024,Winter
GEN24_1066023,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-01,10,No,45 - 49,Independent Traveller,NA,1311.2276,To visit family,7,2024,Winter
GEN24_1066025,Auckland,England,UK,Female,No,Auckland airport,2024-07-03,8,No,60 - 64,Independent Traveller,Sometimes,398.2853835,To visit family,7,2024,Winter
GEN24_1066027,Auckland,United States of America,USA,Female,No,Auckland airport,2024-06-22,19,No,55 - 59,Independent Traveller,Most of the time,3837.138489,Holiday - Other,6,2024,Winter
GEN24_1066028,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-16,25,No,40 - 44,Independent Traveller,Most of the time,1028.366148,Related to your job or business,6,2024,Winter
GEN24_1066034,Auckland,"China, People's Republic of",China,Male,Yes,Auckland airport,2024-06-27,14,Not sure,25 - 29,Independent Traveller,Most of the time,3998.289167,Related to your job or business,6,2024,Winter
GEN24_1066049,Auckland,South Africa,Africa and Middle East,Female,Yes,Auckland airport,2024-06-16,25,No,55 - 59,Tour Group,Most of the time,3000,To visit family,6,2024,Winter
GEN24_1066067,Auckland,Canada,Canada,Male,No,Auckland airport,2024-06-19,23,No,25 - 29,Independent Traveller,Sometimes,4950,To go sightseeing,6,2024,Winter
GEN24_1066079,Auckland,Australia,Australia,Female,No,Christchurch airport,2024-06-23,19,Yes,40 - 44,Package,Sometimes,7963.628461,Just for the holiday,6,2024,Winter
GEN24_1066113,Wellington,Australia,Australia,Female,No,Wellington airport,2024-07-07,5,No,65 - 69,Independent Traveller,NA,240.3917267,To visit family,7,2024,Winter
GEN24_1066115,Wellington,Fiji,Rest of Oceania,Female,No,Wellington airport,2024-06-14,28,No,40 - 44,Independent Traveller,Not sure,450,To visit family,6,2024,Winter
GEN24_1066120,Auckland,Germany,Germany,Male,Yes,Auckland airport,2024-07-03,9,Yes,25 - 29,Tour Group,NA,3063,For a working holiday,7,2024,Winter
GEN24_1066122,Auckland,Indonesia,Rest of Asia,Male,No,Auckland airport,2024-06-24,18,No,45 - 49,Tour Group,Most of the time,14200,Just for the holiday,6,2024,Winter
GEN24_1066127,Auckland,Australia,Australia,Female,No,Christchurch airport,2024-06-12,30,No,75 or older,Independent Traveller,Most of the time,1185,To visit family,6,2024,Winter
GEN24_1066167,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-06-28,14,No,40 - 44,Independent Traveller,Always,11582.51047,Just for the holiday,6,2024,Winter
GEN24_1066168,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-07-03,9,No,45 - 49,Independent Traveller,Most of the time,764.8827667,To care for a family member or friend,7,2024,Winter
GEN24_1066173,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-07-09,3,No,50 - 54,Independent Traveller,Never,983.4207,To visit family,7,2024,Winter
GEN24_1066183,Christchurch,Australia,Australia,Female,No,Christchurch airport,2024-07-03,9,No,55 - 59,Independent Traveller,Sometimes,2114.354505,For some special event or occasion (non-sport-related),7,2024,Winter
GEN24_1066184,Christchurch,Australia,Australia,Male,No,Auckland airport,2024-07-03,9,No,45 - 49,Tour Group,Not sure,3715.144867,Just for the holiday,7,2024,Winter
GEN24_1066186,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-07-06,6,No,40 - 44,Independent Traveller,Most of the time,2266.666667,To go sightseeing,7,2024,Winter
GEN24_1066188,Christchurch,Australia,Australia,Male,No,Christchurch airport,2024-07-08,4,No,60 - 64,Independent Traveller,Always,2567.820717,Business,7,2024,Winter
GEN24_1066190,Christchurch,Netherlands,Rest of Europe,Female,Yes,Christchurch airport,2024-07-06,6,No,20 - 24,Independent Traveller,Most of the time,1875,To go sightseeing,7,2024,Winter
GEN24_1066192,Auckland,Australia,Australia,Female,No,Auckland airport,2024-06-25,17,No,35 - 39,Independent Traveller,Always,1092.689667,To visit family,6,2024,Winter
GEN24_1066196,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-07-04,8,No,55 - 59,Independent Traveller,Most of the time,8592.44925,Holiday - Other,7,2024,Winter
GEN24_1066198,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-29,13,No,50 - 54,Independent Traveller,Most of the time,5171.428571,Holiday - Other,6,2024,Winter
GEN24_1066202,Auckland,Taiwan,Rest of Asia,Female,Yes,Auckland airport,2024-07-02,10,No,20 - 24,Tour Group,NA,2810,Related to your job or business,7,2024,Winter
GEN24_1066210,Auckland,Italy,Rest of Europe,Male,Yes,Auckland airport,2024-07-06,6,No,35 - 39,Independent Traveller,Most of the time,2270.806567,For your honeymoon,7,2024,Winter
GEN24_1066211,Auckland,Italy,Rest of Europe,Female,Yes,Some other airport,2024-07-06,6,No,30 - 34,Independent Traveller,Always,2293.2898,To go sightseeing,7,2024,Winter
GEN24_1066228,Auckland,Australia,Australia,Male,Yes,Auckland airport,2024-06-26,16,No,20 - 24,Independent Traveller,NA,2935,To go sightseeing,6,2024,Winter
GEN24_1066231,Auckland,Belgium,Rest of Europe,Female,Yes,Auckland airport,2024-01-21,173,No,20 - 24,Independent Traveller,NA,5290,Other,1,2024,Summer
GEN24_1066237,Auckland,South Africa,Africa and Middle East,Male,No,Auckland airport,2024-05-13,61,No,60 - 64,Independent Traveller,Always,4075,To visit family,5,2024,Autumn
GEN24_1066248,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-03,10,No,60 - 64,Tour Group,NA,2600,Visiting Friends/Relatives - Other,7,2024,Winter
GEN24_1066261,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-08,5,No,60 - 64,Independent Traveller,NA,1090,Business,7,2024,Winter
GEN24_1066267,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-27,16,Yes,Under 20,Tour Group,NA,4368.48456,Other,6,2024,Winter
GEN24_1066272,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-07,6,No,35 - 39,Independent Traveller,Sometimes,1524.302085,Just for the holiday,7,2024,Winter
GEN24_1066274,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-06-27,16,No,20 - 24,Tour Group,NA,1472.9913,Other,6,2024,Winter
GEN24_1066285,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-07-05,8,No,45 - 49,Independent Traveller,NA,2054.256573,Just for the holiday,7,2024,Winter
GEN24_1066286,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-06,7,No,65 - 69,Independent Traveller,Sometimes,900,To visit family,7,2024,Winter
GEN24_1066287,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-06,7,No,65 - 69,Independent Traveller,Sometimes,2891.256858,Holiday - Other,7,2024,Winter
GEN24_1066292,Auckland,United States of America,USA,Female,No,Auckland airport,2024-06-28,15,No,45 - 49,Independent Traveller,Sometimes,5646.46665,To visit friends,6,2024,Winter
GEN24_1066293,Auckland,United States of America,USA,Female,Yes,Auckland airport,2024-07-03,10,No,35 - 39,Independent Traveller,Most of the time,4746.3053,Just for the holiday,7,2024,Winter
GEN24_1066297,Auckland,"China, People's Republic of",China,Female,Yes,Auckland airport,2024-07-04,9,No,35 - 39,Independent Traveller,NA,2878.7682,Just for the holiday,7,2024,Winter
GEN24_1066299,Auckland,United States of America,USA,Female,No,Auckland airport,2024-07-06,7,No,50 - 54,Independent Traveller,NA,2127.6541,To visit family,7,2024,Winter
GEN24_1066308,Auckland,Netherlands,Rest of Europe,Male,Yes,Auckland airport,2024-06-22,21,No,45 - 49,Independent Traveller,Not sure,8700,Business,6,2024,Winter
GEN24_1066309,Auckland,England,UK,Male,No,Auckland airport,2024-07-06,7,No,50 - 54,Independent Traveller,Most of the time,3127.90128,To visit friends,7,2024,Winter
GEN24_1066311,Auckland,"China, People's Republic of",China,Female,No,Auckland airport,2024-07-08,5,No,25 - 29,Independent Traveller,NA,2056.263,Just for the holiday,7,2024,Winter
GEN24_1066316,Auckland,England,UK,Female,Yes,Auckland airport,2024-07-01,12,No,45 - 49,Tour Group,NA,9149.6432,Other,7,2024,Winter
GEN24_1066317,Auckland,England,UK,Male,Yes,Auckland airport,2024-06-26,17,Yes,20 - 24,Package,NA,4084.416157,Just for the holiday,6,2024,Winter
GEN24_1066319,Auckland,Singapore,Rest of Asia,Male,Yes,Christchurch airport,2024-07-01,12,No,40 - 44,Tour Group,Never,3515,To go sightseeing,7,2024,Winter
GEN24_1066320,Auckland,Thailand,Rest of Asia,Female,No,Auckland airport,2024-03-12,123,No,35 - 39,Independent Traveller,NA,6000,To visit friends,3,2024,Autumn
GEN24_1066327,Auckland,Malaysia,Rest of Asia,Female,No,Auckland airport,2024-07-03,10,No,50 - 54,Independent Traveller,Always,3533.333333,To visit family,7,2024,Winter
GEN24_1066339,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-08,5,Yes,50 - 54,Package,Never,4392.796811,To visit family,7,2024,Winter
GEN24_1066346,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-08,6,No,55 - 59,Independent Traveller,NA,2043.329677,Related to your job or business,7,2024,Winter
GEN24_1066352,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-12,2,No,35 - 39,Independent Traveller,NA,1436.886912,To go sightseeing,7,2024,Winter
GEN24_1066356,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-11,3,No,35 - 39,Independent Traveller,NA,196.68414,To visit friends,7,2024,Winter
GEN24_1066361,Auckland,Canada,Canada,Female,Yes,Auckland airport,2024-07-08,6,Yes,30 - 34,Tour Group,Rarely,1542.61038,Other,7,2024,Winter
GEN24_1066368,Auckland,Australia,Australia,Male,No,Auckland airport,2024-07-09,5,No,60 - 64,Tour Group,Always,3198.302654,To visit friends,7,2024,Winter
GEN24_1066382,Auckland,United States of America,USA,Male,Yes,Auckland airport,2024-06-17,27,No,35 - 39,Independent Traveller,NA,11456.599,To go sightseeing,6,2024,Winter
GEN24_1066388,Auckland,Hong Kong (Special Administrative Region),Rest of Asia,Male,No,Queenstown airport,2024-07-06,8,No,55 - 59,Independent Traveller,Always,3287.347111,Holiday - Other,7,2024,Winter
GEN24_1066391,Auckland,United States of America,USA,Female,Yes,Christchurch airport,2024-07-06,8,No,50 - 54,Independent Traveller,Always,5548.26723,To visit friends,7,2024,Winter
GEN24_1066398,Christchurch,Australia,Australia,Female,Yes,Christchurch airport,2024-07-01,13,No,Under 20,Tour Group,NA,3879.048317,To go sightseeing,7,2024,Winter
GEN24_1066405,Auckland,Australia,Australia,Male,No,Auckland airport,2024-06-28,17,No,60 - 64,Independent Traveller,Always,3100,To go sightseeing,6,2024,Winter
GEN24_1066407,Auckland,Australia,Australia,Female,No,Auckland airport,2024-07-07,8,No,Under 20,Independent Traveller,Never,155,To visit friends,7,2024,Winter
GEN24_1066413,Auckland,Japan,Japan,Female,No,Auckland airport,2024-06-28,17,No,40 - 44,Independent Traveller,Sometimes,2950,Visiting Friends/Relatives - Other,6,2024,Winter
GEN24_1066414,Auckland,Japan,Japan,Female,No,Auckland airport,2024-07-07,8,No,45 - 49,Independent Traveller,Most of the time,4615.38,Holiday - Other,7,2024,Winter
GEN24_1066415,Auckland,Japan,Japan,Male,Yes,Auckland airport,2024-07-07,8,No,40 - 44,Independent Traveller,NA,2164.833,Just for the holiday,7,2024,Winter
