response_id,experience_more_maori_culture,improve_maori_culture_understanding,enjoy_maori_culture_experience
GEN24_1064135,Agree,Agree,Agree
GEN24_1064182,Don't know / Not sure,NA,NA
GEN24_1064196,Agree,NA,NA
GEN24_1064210,Agree,Agree,Agree
GEN24_1064255,Disagree,Agree,Agree
GEN24_1064265,Agree,Disagree,Agree
GEN24_1064266,Don't know / Not sure,NA,NA
GEN24_1064274,Disagree,Agree,Agree
GEN24_1064275,Don't know / Not sure,NA,NA
GEN24_1064285,Agree,Agree,Agree
GEN24_1064304,Agree,Agree,Agree
GEN24_1064306,Don't know / Not sure,NA,NA
GEN24_1064312,Don't know / Not sure,NA,NA
GEN24_1064326,Agree,NA,NA
GEN24_1064327,Don't know / Not sure,NA,NA
GEN24_1064336,Agree,Agree,Agree
GEN24_1064338,Don't know / Not sure,NA,NA
GEN24_1064355,Agree,Disagree,NA
GEN24_1064377,Agree,NA,NA
GEN24_1064392,Agree,Agree,Agree
GEN24_1064393,Agree,Agree,Agree
GEN24_1064394,Don't know / Not sure,NA,NA
GEN24_1064399,Agree,NA,NA
GEN24_1064408,Agree,NA,NA
GEN24_1064418,Disagree,NA,NA
GEN24_1064428,Agree,NA,NA
GEN24_1064430,Don't know / Not sure,Agree,Agree
GEN24_1064433,Don't know / Not sure,NA,NA
GEN24_1064444,Agree,Agree,Agree
GEN24_1064496,Don't know / Not sure,NA,NA
GEN24_1064507,Disagree,NA,NA
GEN24_1064520,Agree,Agree,Agree
GEN24_1064522,Agree,Agree,Agree
GEN24_1064529,Agree,Agree,Agree
GEN24_1064531,Agree,NA,NA
GEN24_1064532,Disagree,NA,NA
GEN24_1064534,Agree,NA,NA
GEN24_1064535,Agree,NA,NA
GEN24_1064536,Don't know / Not sure,NA,NA
GEN24_1064540,Disagree,NA,NA
GEN24_1064543,Agree,Agree,Agree
GEN24_1064544,Agree,Agree,Agree
GEN24_1064559,Don't know / Not sure,Agree,Agree
GEN24_1064567,Agree,Agree,Agree
GEN24_1064573,Agree,NA,NA
GEN24_1064583,Agree,Agree,Agree
GEN24_1064585,Don't know / Not sure,NA,NA
GEN24_1064611,Agree,Agree,Agree
GEN24_1064617,Agree,NA,NA
GEN24_1064666,Agree,NA,NA
GEN24_1064669,Agree,Agree,Agree
GEN24_1064671,Agree,NA,NA
GEN24_1064672,Agree,Agree,Disagree
GEN24_1064727,Agree,Agree,Agree
GEN24_1064732,Agree,NA,NA
GEN24_1064742,Don't know / Not sure,NA,NA
GEN24_1064748,Don't know / Not sure,NA,NA
GEN24_1064754,Agree,NA,NA
GEN24_1064763,Don't know / Not sure,NA,NA
GEN24_1064788,Agree,Disagree,Agree
GEN24_1064796,Disagree,NA,NA
GEN24_1064797,Agree,Agree,Agree
GEN24_1064809,Agree,NA,NA
GEN24_1064831,Don't know / Not sure,NA,NA
GEN24_1064837,Agree,Agree,Agree
GEN24_1064844,Agree,NA,NA
GEN24_1064854,Disagree,NA,NA
GEN24_1064855,Agree,Agree,Agree
GEN24_1064878,Agree,NA,NA
GEN24_1064894,Don't know / Not sure,NA,NA
GEN24_1064902,Agree,NA,Agree
GEN24_1064903,Agree,Agree,Agree
GEN24_1064908,Agree,Agree,Agree
GEN24_1064913,Disagree,NA,NA
GEN24_1064941,Don't know / Not sure,NA,NA
GEN24_1064951,Agree,Agree,Agree
GEN24_1064962,Agree,Agree,Agree
GEN24_1064963,Agree,Agree,Agree
GEN24_1064988,Disagree,NA,NA
GEN24_1064991,Don't know / Not sure,NA,NA
GEN24_1065007,Don't know / Not sure,Agree,Agree
GEN24_1065011,Agree,Agree,Agree
GEN24_1065016,Disagree,NA,NA
GEN24_1065024,Disagree,NA,NA
GEN24_1065038,Agree,NA,NA
GEN24_1065071,Agree,Agree,Agree
GEN24_1065072,Agree,Agree,Agree
GEN24_1065083,Don't know / Not sure,NA,NA
GEN24_1065085,Disagree,NA,NA
GEN24_1065090,Disagree,Agree,Agree
GEN24_1065112,Agree,Agree,Agree
GEN24_1065122,Agree,NA,NA
GEN24_1065123,Agree,NA,NA
GEN24_1065146,Don't know / Not sure,NA,NA
GEN24_1065149,Agree,NA,NA
GEN24_1065152,Don't know / Not sure,NA,NA
GEN24_1065157,Agree,NA,NA
GEN24_1065188,Don't know / Not sure,NA,NA
GEN24_1065196,Agree,NA,NA
GEN24_1065214,Don't know / Not sure,Agree,NA
GEN24_1065216,Agree,Agree,Agree
GEN24_1065220,Agree,Agree,Agree
GEN24_1065226,Don't know / Not sure,NA,NA
GEN24_1065263,Agree,NA,NA
GEN24_1065279,Agree,Agree,Agree
GEN24_1065287,Disagree,NA,NA
GEN24_1065298,Don't know / Not sure,NA,NA
GEN24_1065300,Don't know / Not sure,NA,NA
GEN24_1065307,Agree,Agree,Agree
GEN24_1065324,Agree,Agree,Agree
GEN24_1065325,Agree,Agree,Agree
GEN24_1065330,Agree,NA,NA
GEN24_1065331,Agree,NA,NA
GEN24_1065336,Agree,Agree,Agree
GEN24_1065345,Don't know / Not sure,NA,NA
GEN24_1065361,Agree,NA,NA
GEN24_1065389,Agree,NA,NA
GEN24_1065393,Disagree,Agree,Agree
GEN24_1065421,Agree,Agree,Agree
GEN24_1065433,Don't know / Not sure,NA,NA
GEN24_1065445,Agree,NA,NA
GEN24_1065465,Agree,NA,NA
GEN24_1065512,Don't know / Not sure,NA,NA
GEN24_1065517,Disagree,Agree,Agree
GEN24_1065525,Don't know / Not sure,NA,NA
GEN24_1065526,Agree,Agree,Agree
GEN24_1065527,Agree,Agree,Agree
GEN24_1065539,Disagree,NA,NA
GEN24_1065543,Agree,NA,NA
GEN24_1065547,Don't know / Not sure,NA,NA
GEN24_1065548,Agree,NA,NA
GEN24_1065550,Agree,NA,NA
GEN24_1065579,Disagree,NA,NA
GEN24_1065583,Agree,NA,NA
GEN24_1065592,Agree,NA,NA
GEN24_1065610,Agree,Agree,Agree
GEN24_1065621,Agree,NA,NA
GEN24_1065627,Agree,Agree,Agree
GEN24_1065632,Agree,NA,NA
GEN24_1065643,Agree,Agree,Agree
GEN24_1065648,Agree,NA,NA
GEN24_1065677,Don't know / Not sure,NA,NA
GEN24_1065679,Disagree,NA,NA
GEN24_1065680,Agree,NA,NA
GEN24_1065689,Disagree,NA,NA
GEN24_1065728,Agree,Agree,Agree
GEN24_1065733,Don't know / Not sure,NA,NA
GEN24_1065749,Disagree,NA,NA
GEN24_1065753,Agree,NA,NA
GEN24_1065754,Agree,NA,NA
GEN24_1065769,Don't know / Not sure,NA,NA
GEN24_1065781,Agree,Agree,Agree
GEN24_1065786,Disagree,NA,NA
GEN24_1065808,Don't know / Not sure,NA,NA
GEN24_1065813,Agree,Agree,Agree
GEN24_1065858,Agree,NA,NA
GEN24_1065861,Don't know / Not sure,NA,Agree
GEN24_1065876,Agree,NA,NA
GEN24_1065904,Agree,NA,NA
GEN24_1065910,Agree,NA,NA
GEN24_1065935,Agree,NA,NA
GEN24_1065936,Don't know / Not sure,Agree,Agree
GEN24_1065940,Disagree,Agree,Agree
GEN24_1065950,Agree,NA,NA
GEN24_1065963,Agree,Agree,Agree
GEN24_1065966,Disagree,NA,NA
GEN24_1065978,Agree,NA,NA
GEN24_1065980,Agree,Agree,Agree
GEN24_1065982,Agree,Agree,Agree
GEN24_1065984,Agree,NA,NA
GEN24_1065987,Disagree,NA,NA
GEN24_1065989,Don't know / Not sure,NA,NA
GEN24_1065996,Don't know / Not sure,NA,NA
GEN24_1065999,Agree,NA,NA
GEN24_1066025,Agree,NA,NA
GEN24_1066027,Agree,Agree,Agree
GEN24_1066028,Agree,NA,NA
GEN24_1066034,Agree,NA,NA
GEN24_1066049,Agree,Agree,Agree
GEN24_1066067,Agree,Agree,Agree
GEN24_1066079,Agree,Disagree,Agree
GEN24_1066085,Agree,NA,NA
GEN24_1066087,Agree,Agree,Agree
GEN24_1066090,Agree,Agree,Agree
GEN24_1066095,Don't know / Not sure,NA,NA
GEN24_1066115,Agree,NA,NA
GEN24_1066122,Agree,Agree,Agree
GEN24_1066127,Disagree,NA,NA
GEN24_1066167,Don't know / Not sure,NA,NA
GEN24_1066168,Agree,NA,NA
GEN24_1066173,Disagree,NA,NA
GEN24_1066183,Disagree,NA,NA
GEN24_1066184,Don't know / Not sure,NA,NA
GEN24_1066186,Don't know / Not sure,NA,NA
GEN24_1066188,Disagree,NA,NA
GEN24_1066190,Don't know / Not sure,NA,NA
GEN24_1066192,Disagree,NA,NA
GEN24_1066196,Agree,Agree,Agree
GEN24_1066198,Disagree,Agree,Agree
GEN24_1066209,Don't know / Not sure,NA,NA
GEN24_1066210,Agree,Agree,Agree
GEN24_1066211,Agree,Agree,Agree
GEN24_1066214,Agree,Agree,Agree
GEN24_1066215,Agree,NA,NA
GEN24_1066237,Agree,Agree,Agree
GEN24_1066267,Agree,NA,NA
GEN24_1066272,Don't know / Not sure,NA,NA
GEN24_1066286,Agree,Agree,Agree
GEN24_1066287,Disagree,NA,NA
GEN24_1066292,Agree,Agree,Agree
GEN24_1066293,Agree,Agree,Agree
GEN24_1066308,Don't know / Not sure,NA,NA
GEN24_1066309,Agree,NA,NA
GEN24_1066319,Agree,Agree,Agree
GEN24_1066327,Agree,NA,NA
GEN24_1066339,Disagree,NA,NA
GEN24_1066361,Don't know / Not sure,Agree,Agree
GEN24_1066368,Agree,Agree,Agree
GEN24_1066388,Agree,NA,NA
GEN24_1066391,Agree,Agree,Agree
GEN24_1066405,Agree,Agree,Agree
GEN24_1066407,Disagree,NA,NA
GEN24_1066413,Agree,Agree,Agree
GEN24_1066414,Agree,NA,NA
GEN24_1066421,Agree,Agree,Agree
GEN24_1066422,Agree,Agree,Disagree
GEN24_1066425,Agree,Agree,Agree
GEN24_1066437,Agree,Agree,Agree
GEN24_1066443,Agree,NA,NA
GEN24_1066461,Agree,Agree,Agree
GEN24_1066465,Agree,NA,Agree
GEN24_1066466,Agree,Agree,Agree
GEN24_1066486,Agree,Agree,Agree
GEN24_1066489,Agree,Agree,Agree
GEN24_1066491,Disagree,Agree,Agree
GEN24_1066498,Agree,NA,NA
GEN24_1066509,Don't know / Not sure,NA,NA
GEN24_1066519,Disagree,NA,NA
GEN24_1066535,Agree,NA,NA
GEN24_1066556,Agree,Agree,Agree
GEN24_1066586,Agree,Agree,Agree
GEN24_1066598,Don't know / Not sure,NA,NA
GEN24_1066603,Agree,Agree,NA
GEN24_1066608,Disagree,Disagree,Disagree
GEN24_1066617,Disagree,NA,NA
GEN24_1066619,Don't know / Not sure,NA,NA
GEN24_1066621,Don't know / Not sure,NA,NA
GEN24_1066663,Agree,NA,NA
GEN24_1066665,Agree,NA,NA
GEN24_1066698,Agree,NA,NA
GEN24_1066699,Agree,Agree,Agree
GEN24_1066702,Agree,NA,NA
GEN24_1066704,Agree,NA,NA
GEN24_1066725,Disagree,Agree,Agree
GEN24_1066728,Agree,NA,NA
GEN24_1066732,Disagree,NA,NA
GEN24_1066742,Disagree,NA,NA
GEN24_1066747,Don't know / Not sure,Agree,Agree
GEN24_1066749,Don't know / Not sure,NA,NA
GEN24_1066753,Agree,NA,NA
GEN24_1066756,Agree,Agree,Agree
GEN24_1066776,Agree,Agree,Agree
GEN24_1066797,Agree,NA,NA
GEN24_1066800,Agree,NA,NA
GEN24_1066805,Agree,Agree,Agree
GEN24_1066807,Agree,Agree,Agree
GEN24_1066817,Agree,NA,NA
GEN24_1066818,Agree,NA,NA
GEN24_1066824,Agree,Agree,Agree
GEN24_1066827,Agree,Agree,Agree
GEN24_1066835,Don't know / Not sure,NA,NA
GEN24_1066861,Don't know / Not sure,NA,NA
GEN24_1066863,Agree,Agree,Agree
GEN24_1066869,Agree,Agree,Agree
GEN24_1066873,Agree,Agree,Agree
GEN24_1066887,Agree,Agree,Agree
GEN24_1066894,Agree,Agree,Agree
GEN24_1066898,Agree,Agree,Agree
GEN24_1066901,Agree,Agree,Agree
GEN24_1066933,Don't know / Not sure,Agree,Agree
GEN24_1066946,Agree,Agree,Agree
GEN24_1066953,Agree,NA,NA
GEN24_1066957,Agree,NA,NA
GEN24_1066958,Disagree,NA,NA
GEN24_1066961,Disagree,NA,NA
GEN24_1066967,Don't know / Not sure,NA,NA
GEN24_1066980,Agree,Agree,Agree
GEN24_1066981,Agree,Agree,Agree
GEN24_1066987,Agree,Agree,Agree
GEN24_1067012,Disagree,NA,NA
GEN24_1067015,Don't know / Not sure,NA,NA
GEN24_1067018,Agree,Agree,Agree
GEN24_1067023,Don't know / Not sure,Agree,Agree
GEN24_1067025,Agree,NA,NA
GEN24_1067034,Disagree,NA,NA
GEN24_1067050,Agree,NA,NA
GEN24_1067059,Don't know / Not sure,Agree,Agree
GEN24_1067063,Don't know / Not sure,NA,NA
GEN24_1067066,Agree,NA,NA
GEN24_1067074,Don't know / Not sure,Agree,Agree
GEN24_1067081,Agree,Agree,Agree
GEN24_1067088,Don't know / Not sure,NA,NA
GEN24_1067091,Agree,Agree,Agree
GEN24_1067094,Agree,Agree,Agree
GEN24_1067111,Agree,Agree,Agree
GEN24_1067115,Agree,Agree,Agree
GEN24_1067133,Agree,NA,NA
GEN24_1067134,Don't know / Not sure,Disagree,NA
GEN24_1067137,Agree,Agree,Agree
GEN24_1067156,Agree,NA,NA
GEN24_1067157,Don't know / Not sure,NA,NA
GEN24_1067171,Don't know / Not sure,NA,NA
GEN24_1067177,Disagree,NA,NA
GEN24_1067181,Don't know / Not sure,NA,NA
GEN24_1067198,Agree,Agree,Agree
GEN24_1067209,Agree,NA,NA
GEN24_1067215,Don't know / Not sure,NA,NA
GEN24_1067217,Disagree,NA,NA
GEN24_1067230,Agree,Agree,Agree
GEN24_1067233,Agree,NA,NA
GEN24_1067236,Agree,Agree,Agree
GEN24_1067257,Agree,Agree,Agree
GEN24_1067263,Agree,Agree,Agree
GEN24_1067272,Agree,NA,NA
GEN24_1067284,Agree,Agree,Agree
GEN24_1067286,Agree,Agree,Agree
GEN24_1067290,Agree,Agree,Agree
GEN24_1067295,Agree,NA,NA
GEN24_1067297,Agree,NA,Agree
GEN24_1067298,Don't know / Not sure,NA,NA
GEN24_1067299,Don't know / Not sure,NA,NA
GEN24_1067302,Disagree,NA,NA
GEN24_1067304,Agree,NA,NA
GEN24_1067312,Disagree,NA,NA
GEN24_1067317,Agree,NA,NA
GEN24_1067323,Don't know / Not sure,NA,NA
GEN24_1067335,Agree,NA,NA
GEN24_1067341,Agree,NA,NA
GEN24_1067392,Agree,Agree,Agree
GEN24_1067408,Disagree,Disagree,Disagree
GEN24_1067412,Agree,NA,NA
GEN24_1067415,Disagree,NA,NA
GEN24_1067419,Don't know / Not sure,Agree,NA
GEN24_1067424,Don't know / Not sure,NA,NA
GEN24_1067425,Agree,NA,NA
GEN24_1067426,Don't know / Not sure,NA,NA
GEN24_1067437,Agree,Agree,Agree
GEN24_1067438,Disagree,Agree,Agree
GEN24_1067446,Agree,Agree,Agree
GEN24_1067456,Agree,NA,NA
GEN24_1067457,Don't know / Not sure,Agree,Agree
GEN24_1067460,Disagree,NA,NA
GEN24_1067479,Agree,Agree,Agree
GEN24_1067485,Don't know / Not sure,NA,NA
GEN24_1067495,Agree,Agree,Agree
GEN24_1067498,Agree,Agree,Agree
GEN24_1067512,Agree,NA,NA
GEN24_1067521,Agree,Agree,Agree
GEN24_1067531,Agree,Agree,Agree
GEN24_1067535,Don't know / Not sure,NA,NA
GEN24_1067538,Disagree,Agree,Agree
GEN24_1067540,Disagree,NA,NA
GEN24_1067546,Agree,NA,NA
GEN24_1067561,Don't know / Not sure,Agree,Disagree
GEN24_1067565,Agree,NA,NA
GEN24_1067568,Agree,NA,NA
GEN24_1067587,Agree,NA,NA
GEN24_1067595,Don't know / Not sure,NA,NA
GEN24_1067596,Disagree,NA,NA
GEN24_1067605,Agree,NA,Agree
GEN24_1067629,Agree,Disagree,Disagree
GEN24_1067643,Agree,NA,NA
GEN24_1067646,Don't know / Not sure,NA,NA
GEN24_1067655,Disagree,NA,NA
GEN24_1067689,Agree,NA,NA
GEN24_1067716,Disagree,NA,NA
GEN24_1067719,Agree,NA,NA
GEN24_1067728,Agree,NA,NA
GEN24_1067738,Agree,NA,NA
GEN24_1067742,Agree,NA,NA
GEN24_1067744,Agree,NA,NA
GEN24_1067764,Disagree,NA,NA
GEN24_1067771,Agree,NA,NA
GEN24_1067772,Disagree,NA,NA
GEN24_1067776,Don't know / Not sure,NA,NA
GEN24_1067782,Agree,NA,NA
GEN24_1067797,Don't know / Not sure,NA,NA
GEN24_1067803,Agree,Agree,Agree
GEN24_1067804,Agree,NA,NA
GEN24_1067818,Agree,NA,NA
GEN24_1067821,Don't know / Not sure,Agree,Agree
GEN24_1067822,Agree,Agree,Agree
GEN24_1067824,Don't know / Not sure,NA,NA
GEN24_1067825,Don't know / Not sure,NA,NA
GEN24_1067826,Disagree,Disagree,Disagree
GEN24_1067828,Agree,NA,NA
GEN24_1067830,Disagree,NA,Agree
GEN24_1067831,Don't know / Not sure,NA,NA
GEN24_1067834,Agree,NA,NA
GEN24_1067835,Disagree,NA,NA
GEN24_1067836,Agree,NA,NA
GEN24_1067841,Don't know / Not sure,NA,NA
GEN24_1067844,Agree,NA,NA
GEN24_1067845,Agree,Agree,Agree
GEN24_1067853,Agree,NA,NA
GEN24_1067859,Disagree,NA,NA
GEN24_1067860,Agree,NA,NA
GEN24_1067869,Don't know / Not sure,NA,NA
GEN24_1067873,Agree,NA,NA
GEN24_1067890,Agree,NA,NA
GEN24_1067904,Agree,NA,NA
GEN24_1067907,Agree,NA,NA
GEN24_1067910,Agree,NA,NA
GEN24_1067918,Disagree,Agree,Agree
GEN24_1067925,Agree,Agree,Agree
GEN24_1067926,Agree,Agree,Agree
GEN24_1067929,Agree,NA,NA
GEN24_1067943,Agree,Agree,Agree
GEN24_1067948,Don't know / Not sure,Agree,Agree
GEN24_1067958,Disagree,NA,NA
GEN24_1067968,Disagree,NA,NA
GEN24_1067969,Agree,NA,NA
GEN24_1067972,Disagree,NA,NA
GEN24_1067982,Disagree,NA,NA
GEN24_1067993,Agree,NA,NA
GEN24_1067998,Disagree,Disagree,Agree
GEN24_1068025,Don't know / Not sure,NA,NA
GEN24_1068032,Disagree,NA,NA
GEN24_1068056,Agree,Agree,Agree
GEN24_1068057,Agree,Disagree,Agree
GEN24_1068072,Agree,Agree,Agree
GEN24_1068077,Don't know / Not sure,NA,Agree
GEN24_1068079,Agree,NA,NA
GEN24_1068080,Agree,Agree,Agree
GEN24_1068092,Agree,Disagree,Disagree
GEN24_1068096,Don't know / Not sure,NA,NA
GEN24_1068099,Agree,Agree,Agree
GEN24_1068104,Agree,NA,NA
GEN24_1068130,Agree,Agree,Agree
GEN24_1068136,Agree,Agree,Agree
GEN24_1068142,Agree,Agree,Agree
GEN24_1068163,Agree,NA,NA
GEN24_1068164,Disagree,NA,NA
GEN24_1068170,Agree,NA,NA
GEN24_1068173,Don't know / Not sure,NA,NA
GEN24_1068192,Disagree,NA,NA
GEN24_1068193,Agree,NA,NA
GEN24_1068216,Agree,NA,NA
GEN24_1068222,Agree,NA,NA
GEN24_1068224,Agree,NA,NA
GEN24_1068225,Agree,Agree,Agree
GEN24_1068243,Agree,NA,NA
GEN24_1068261,Agree,NA,NA
GEN24_1068277,Don't know / Not sure,NA,NA
GEN24_1068281,Agree,NA,NA
GEN24_1068285,Disagree,NA,NA
GEN24_1068286,Agree,NA,NA
GEN24_1068299,Agree,NA,NA
GEN24_1068301,Agree,Agree,Agree
GEN24_1068308,Agree,NA,NA
GEN24_1068310,Agree,NA,NA
GEN24_1068318,Agree,NA,NA
GEN24_1068321,Agree,Agree,Agree
GEN24_1068323,Don't know / Not sure,NA,NA
GEN24_1068324,Agree,Agree,Agree
GEN24_1068340,Disagree,NA,NA
GEN24_1068350,Don't know / Not sure,NA,NA
GEN24_1068362,Disagree,NA,NA
GEN24_1068374,Agree,Agree,Agree
GEN24_1068383,Agree,Agree,Disagree
GEN24_1068384,Don't know / Not sure,Agree,Disagree
GEN24_1068400,Don't know / Not sure,NA,NA
GEN24_1068410,Agree,NA,NA
GEN24_1068418,Agree,Agree,Agree
GEN24_1068434,Agree,Agree,Agree
GEN24_1068443,Agree,NA,NA
GEN24_1068463,Don't know / Not sure,NA,NA
GEN24_1068483,Agree,NA,NA
GEN24_1068485,Agree,Agree,Agree
GEN24_1068496,Agree,Agree,Agree
GEN24_1068498,Agree,NA,NA
GEN24_1068499,Disagree,NA,Agree
GEN24_1068501,Agree,Agree,NA
GEN24_1068503,Agree,Agree,Agree
GEN24_1068508,Agree,NA,Agree
GEN24_1068521,Agree,Agree,Agree
GEN24_1068525,Don't know / Not sure,Agree,Agree
GEN24_1068554,Agree,Agree,Agree
GEN24_1068557,Don't know / Not sure,Agree,NA
GEN24_1068571,Disagree,Agree,Agree
GEN24_1068579,Agree,Agree,Agree
GEN24_1068595,Don't know / Not sure,NA,NA
GEN24_1068599,Disagree,NA,NA
GEN24_1068602,Agree,NA,NA
GEN24_1068604,Agree,NA,NA
GEN24_1068608,Agree,NA,NA
GEN24_1068609,Agree,Agree,Agree
GEN24_1068615,Agree,Agree,Agree
GEN24_1068620,Agree,NA,NA
GEN24_1068622,Agree,NA,NA
GEN24_1068629,Disagree,NA,NA
GEN24_1068631,Disagree,NA,NA
GEN24_1068656,Agree,Agree,Agree
GEN24_1068658,Agree,Agree,NA
GEN24_1068661,Agree,Agree,Agree
GEN24_1068663,Don't know / Not sure,NA,NA
GEN24_1068664,Agree,NA,NA
GEN24_1068665,Don't know / Not sure,Agree,Agree
GEN24_1068675,Don't know / Not sure,NA,NA
GEN24_1068681,Agree,Agree,Agree
GEN24_1068683,Agree,NA,NA
GEN24_1068692,Don't know / Not sure,Agree,Agree
GEN24_1068703,Agree,NA,NA
GEN24_1068706,Don't know / Not sure,NA,NA
GEN24_1068724,Agree,NA,NA
GEN24_1068725,Disagree,NA,NA
GEN24_1068743,Don't know / Not sure,Agree,Agree
GEN24_1068757,Agree,NA,NA
GEN24_1068776,Don't know / Not sure,NA,NA
GEN24_1068777,Agree,NA,NA
GEN24_1068780,Agree,NA,NA
GEN24_1068784,Agree,NA,NA
GEN24_1068791,Agree,NA,NA
GEN24_1068792,Don't know / Not sure,NA,NA
GEN24_1068794,Agree,NA,NA
GEN24_1068809,Agree,NA,Disagree
GEN24_1068829,Agree,NA,NA
GEN24_1068835,Agree,NA,NA
GEN24_1068852,Agree,NA,NA
GEN24_1068865,Agree,NA,NA
GEN24_1068876,Agree,Agree,Agree
GEN24_1068878,Agree,Agree,Agree
GEN24_1068888,Agree,NA,NA
GEN24_1068890,Agree,NA,NA
GEN24_1068897,Agree,NA,NA
GEN24_1068905,Don't know / Not sure,NA,NA
GEN24_1068912,Agree,Agree,Agree
GEN24_1068917,Agree,Agree,Agree
GEN24_1068927,Agree,NA,NA
GEN24_1068928,Agree,Agree,Agree
GEN24_1068933,Disagree,Disagree,NA
GEN24_1068946,Don't know / Not sure,NA,NA
GEN24_1068952,Agree,NA,NA
GEN24_1068965,Agree,NA,NA
GEN24_1068967,Disagree,NA,NA
GEN24_1068969,Don't know / Not sure,NA,NA
GEN24_1068976,Agree,NA,NA
GEN24_1068979,Don't know / Not sure,NA,NA
GEN24_1068982,Don't know / Not sure,Agree,Agree
GEN24_1068989,Agree,NA,NA
GEN24_1068991,Agree,NA,NA
GEN24_1069004,Agree,NA,NA
GEN24_1069008,Don't know / Not sure,NA,NA
GEN24_1069010,Agree,NA,NA
GEN24_1069020,Don't know / Not sure,NA,Agree
GEN24_1069022,Agree,Agree,Agree
GEN24_1069042,Agree,NA,NA
GEN24_1069071,Don't know / Not sure,NA,NA
GEN24_1069073,Don't know / Not sure,NA,NA
GEN24_1069089,Don't know / Not sure,Agree,Agree
GEN24_1069093,Disagree,Agree,Agree
GEN24_1069095,Disagree,NA,NA
GEN24_1069105,Agree,Agree,Agree
GEN24_1069106,Agree,Agree,Agree
GEN24_1069113,Agree,Agree,Agree
GEN24_1069115,Agree,NA,NA
GEN24_1069133,Disagree,NA,NA
GEN24_1069136,Disagree,Agree,Agree
GEN24_1069141,Don't know / Not sure,NA,NA
GEN24_1069154,Agree,NA,Agree
GEN24_1069163,Disagree,NA,NA
GEN24_1069184,Agree,NA,NA
GEN24_1069185,Agree,Agree,Agree
GEN24_1069191,Agree,NA,Agree
GEN24_1069194,Agree,NA,NA
GEN24_1069195,Agree,NA,NA
GEN24_1069201,Disagree,NA,NA
GEN24_1069207,Agree,NA,Agree
GEN24_1069217,Agree,Agree,Agree
GEN24_1069229,Disagree,NA,NA
GEN24_1069259,Agree,Agree,Agree
GEN24_1069265,Agree,NA,NA
GEN24_1069269,Don't know / Not sure,NA,NA
GEN24_1069277,Agree,NA,NA
GEN24_1069278,Agree,NA,NA
GEN24_1069284,Agree,NA,NA
GEN24_1069307,Agree,Agree,Agree
GEN24_1069313,Agree,NA,NA
GEN24_1069324,Agree,NA,NA
GEN24_1069325,Disagree,NA,NA
GEN24_1069339,Disagree,NA,NA
GEN24_1069346,Disagree,Agree,Agree
GEN24_1069350,Don't know / Not sure,NA,NA
GEN24_1069356,Agree,NA,NA
GEN24_1069370,Disagree,NA,NA
GEN24_1069376,Agree,NA,NA
GEN24_1069389,Don't know / Not sure,NA,NA
GEN24_1069394,Agree,Disagree,Disagree
GEN24_1069395,Agree,Agree,Agree
GEN24_1069420,Disagree,NA,NA
GEN24_1069428,Agree,Agree,Agree
GEN24_1069432,Agree,NA,NA
GEN24_1069435,Agree,NA,Agree
GEN24_1069445,Agree,Agree,Agree
GEN24_1069472,Disagree,Agree,Agree
GEN24_1069485,Agree,Agree,Agree
GEN24_1069495,Disagree,NA,NA
GEN24_1069498,Don't know / Not sure,NA,NA
GEN24_1069530,Agree,NA,NA
GEN24_1069534,Don't know / Not sure,NA,NA
GEN24_1069535,Don't know / Not sure,NA,NA
GEN24_1069540,Disagree,NA,NA
GEN24_1069548,Agree,Agree,Agree
GEN24_1069556,Don't know / Not sure,Agree,Agree
GEN24_1069557,Agree,NA,NA
GEN24_1069565,Don't know / Not sure,Agree,Agree
GEN24_1069582,Agree,NA,NA
GEN24_1069597,Agree,NA,NA
GEN24_1069601,Agree,NA,NA
GEN24_1069615,Disagree,NA,NA
GEN24_1069624,Don't know / Not sure,Agree,Agree
GEN24_1069631,Don't know / Not sure,NA,NA
GEN24_1069640,Agree,Agree,Agree
GEN24_1069646,Agree,NA,NA
GEN24_1069658,Agree,Agree,Agree
GEN24_1069663,Don't know / Not sure,NA,NA
GEN24_1069666,Agree,Agree,Agree
GEN24_1069687,Agree,NA,NA
GEN24_1069699,Don't know / Not sure,NA,NA
GEN24_1069702,Agree,Agree,Agree
GEN24_1069703,Disagree,Disagree,Agree
GEN24_1069705,Disagree,NA,NA
GEN24_1069716,Disagree,NA,NA
GEN24_1069717,Don't know / Not sure,NA,NA
GEN24_1069725,Don't know / Not sure,NA,NA
GEN24_1069726,Agree,Agree,Agree
GEN24_1069727,Agree,NA,NA
GEN24_1069738,Don't know / Not sure,NA,NA
GEN24_1069739,Agree,Agree,Agree
GEN24_1069744,Agree,Agree,Agree
GEN24_1069757,Disagree,NA,NA
GEN24_1069760,Agree,NA,NA
GEN24_1069770,Disagree,NA,NA
GEN24_1069777,Don't know / Not sure,NA,NA
GEN24_1069779,Agree,NA,Agree
GEN24_1069781,Don't know / Not sure,Agree,Agree
GEN24_1069785,Agree,NA,NA
GEN24_1069791,Agree,NA,NA
GEN24_1069799,Disagree,NA,NA
GEN24_1069815,Don't know / Not sure,NA,NA
GEN24_1069820,Disagree,Agree,Agree
GEN24_1069837,Agree,NA,NA
GEN24_1069843,Don't know / Not sure,NA,NA
GEN24_1069846,Agree,NA,NA
GEN24_1069854,Agree,Agree,Agree
